"Title","Publication Year","Medline PMID","PUI"
"7-day antibiotic course ‘non-inferior’ to 14 days for treatment of Gram-negative bacteraemia","2018",,L625372327
"The effect of administration of fosfomycin in the management of ventilator-associated pneumonia","2018",,L625864910
"Comparison of plate osteosynthesis versus non-operative management for mid-shaft clavicle fractures—A prospective study","2018",29704955,L2000705965
"A randomized phase 2B trial of vancomycin versus daptomycin for the treatment of methicillin-resistant Staphylococcus aureus bacteremia due to isolates with high vancomycin minimum inhibitory concentrations - results of a prematurely terminated study","2018",29859132,L622387272
"New single capsule of bismuth, metronidazole and tetracycline given with omeprazole versus quadruple therapy consisting of bismuth, omeprazole, amoxicillin and clarithromycin for eradication of Helicobacter pylori in duodenal ulcer patients: A Chinese prospective, randomized, multicentre trial","2018",29596646,L622496635
"Celiac Disease by the Age of 13 Years Is Not Associated with Probiotics Administration in Infancy","2018",29210921,L622503157
"Spinal/epidural block as an alternative to general anesthesia for laparoscopic appendectomy: A prospective randomized clinical study","2018",,L622537539
"Study protocol for a multicentre, cluster randomised, superiority trial evaluating the impact of computerised decision support, audit and feedback on antibiotic use: The COMPuterized Antibiotic Stewardship Study (COMPASS)","2018",29950480,L622735414
"Design, enrollment, and feasibility of the STOP-2 randomised study of intravenous antibiotic treatment duration in cystic fibrosis pulmonary exacerbations","2018",,L622930903
"New therapies for non-CF bronchiectasis","2018",,L622934243
"Levofloxacin prophylaxis in newly diagnosed myeloma reduces febrile episodes and death without increasing healthcare associated infections: Results from the teamm trial","2018",,L625922212
"Platelet-rich plasma therapy in refractory knee osteoarthritis combined with infection","2018",,L622367844
"Daptomycin versus placebo as an adjunct to beta-lactam therapy in the treatment of Staphylococcus aureus bacteremia: Study protocol for a randomized controlled trial","2018",29843781,L622334174
"Short-term effect of a smart nebulizing device on adherence to inhaled corticosteroid therapy in asthma predictive index-positive wheezing children","2018",,L622304155
"Two versus five days of antibiotics after appendectomy for complex acute appendicitis (APPIC): Study protocol for a randomized controlled trial","2018",29720238,L621936411
"Stopping the effective non-fluoroquinolone antibiotics at day 7 vs continuing until day 14 in adults with acute pyelonephritis requiring hospitalization: A randomized non-inferiority trial","2018",29768465,L622166890
"Effectiveness of general practitioner online training and an information booklet for parents on antibiotic prescribing for children with respiratory tract infection in primary care: A cluster randomized controlled trial","2018",29438547,L622192067
"Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT","2018",29766842,L622355862
"Mesh Versus Patch Repair for Epigastric and Umbilical Hernia (MORPHEUS Trial); One-Year Results of a Randomized Controlled Trial","2018",29026977,L623790347
"Early use of Antibiotics for at Risk CHildren with InfluEnza (ARCHIE): Protocol for a double-blind, randomised, placebo-controlled trial","2018",29769256,L623793710
"Prophylactic antibiotics to reduce pelvic infection in women having miscarriage surgery - The AIMS (Antibiotics in Miscarriage Surgery) trial: Study protocol for a randomized controlled trial","2018",29685179,L621766929
"Continuous versus intermittent endotracheal cuff pressure control for the prevention of ventilator-associated respiratory infections in Vietnam: Study protocol for a randomised controlled trial","2018",29615093,L621506873
"Vonoprazan- vs proton-pump inhibitor-based first-line 7-day triple therapy for clarithromycin-susceptible Helicobacter pylori: A multicenter, prospective, randomized trial","2018",29271026,L619934134
"Single intravenous dose of oritavancin for treatment of acute skin and skin structure infections caused by gram-positive bacteria: Summary of safety analysis from the phase 3 SOLO studies","2018",29358292,L621396036
"Efficacy and safety of trimodulin, a novel polyclonal antibody preparation, in patients with severe community-acquired pneumonia: a randomized, placebo-controlled, double-blind, multicenter, phase II trial (CIGMA study)","2018",29632995,L621611467
"Procalcitonin algorithm to guide initial antibiotic therapy in acute exacerbations of COPD admitted to the ICU: a randomized multicenter study","2018",29663044,L621710352
"Rifaximin use does not alter SCD14 levels in HIV-infected persons on suppressive ART","2018",,L621728816
"Association between environmental determinants and intestinal microbiota structure in the development of atopic dermatitis in infants at high risk of atopy","2018",,L622343440
"The role of environmental factors on the childhood celiac disease","2018",,L622344335
"Comparison of Industry-Leading Energy Devices for Use in Gynecologic Laparoscopy: Articulating ENSEAL versus LigaSure Energy Devices","2018",29032252,L619426100
"Suboptimal Exposure to Anti-TB Drugs in a TBM/HIV+ Population Is Not Related to Antiretroviral Therapy","2018",28160272,L619595054
"Extended-pulsed fidaxomicin versus vancomycin for Clostridium difficile infection in patients 60 years and older (EXTEND): a randomised, controlled, open-label, phase 3b/4 trial","2018",29273269,L619943724
"Comparison of the outcomes of pediatric tibial shaft fractures treated by different types of orthopedists: A prospective cohort study","2018",29407250,L620522181
"Impact of real-time therapeutic drug monitoring on the prescription of antibiotics in burn patients requiring admission to the intensive care unit","2018",29263079,L620791922
"Short-course antibiotic therapy for critically ill patients treated for postoperative intra-abdominal infection: the DURAPOP randomised clinical trial","2018",29484469,L620903745
"7-day compared with 10-day antibiotic treatment for febrile urinary tract infections in children: Protocol of a randomised controlled trial","2018",29500209,L621066248
"Randomized controlled trial comparing open versus laparoscopic placement of a peritoneal dialysis catheter and outcomes: The CAPD I trial","2018",29386303,L621405457
"Effect of lateral position ventilation combined with vibration sputum drainage on patients with acute respiratory distress syndrome: A prospective randomized controlled trial","2018",29519283,L622929567
"Catheter Ablation versus Thoracoscopic Surgical Ablation in Long Standing Persistent Atrial Fibrillation (CASA-AF): Study protocol for a randomised controlled trial","2018",29458408,L620735179
"7 versus 14 days of antibiotic treatment for critically ill patients with bloodstream infection: A pilot randomized clinical trial","2018",29452598,L620699432
"Comparison of helicobacter pylori eradication rates of 2-week levofloxacin-containing triple therapy, levofloxacin-containing bismuth quadruple therapy, and standard bismuth quadruple therapy as a first-line regimen","2018",29131124,L620884798
"Efficacy of pre-operative oral antibiotic prophylaxis for the prevention of wound infections in patients with Crohn's disease","2018",,L621353752
"Randomized control trial of silver-alloy impregnated suprapubic catheters versus standard suprapubic catheters in assessing urinary tract infection rates in urogynecology patients","2018",,L621382528
"Cefazolin alone versus cefazolin, gentamicin, and metronidazole for prophylaxis in women undergoing caesarean section: A randomised controlled trial","2018",,L621420069
"Hand-assisted laparoscopic versus laparoscopic nephrectomy as outpatient procedures: a prospective randomized study","2018",29035134,L618797135
"Levofloxacin versus ceftriaxone and azithromycin combination in the treatment of community acquired pneumonia in hospitalized patients","2018",30360748,L2001554895
"Duration of Antimicrobial Prophylaxis in Patients Undergoing Major Hepatectomy with Extrahepatic Bile Duct Resection","2018",27759623,L612884371
"Procalcitonin and antibiotic use: imperfect, yet effective","2018",29037959,L618781889
"Antibiotic exposure and interpersonal variance mask the effect of ivacaftor on respiratory microbiota composition","2018",29042177,L618789780
"Duration of antibiotic therapy for critically ill patients with bloodstream infections: A retrospective observational in Saudi Arabia","2018",,L620208515
"Effect of extended infusion of meropenem and nebulized amikacin on Gram-negative multidrug-resistant ventilator-associated pneumonia","2018",,L620224567
"Impact of skin preparation type on postcesarean infection in the setting of adjunctive azithromycin prophylaxis.","2018",,L620310433
"Comparison of efficacy of fosfomycin and ceftriaxone in the treatment of urinary tract infections in children","2018",,L620635602
"Salso-bromo-iodine thermal water: A nonpharmacological alternative treatment for postnasal drip-related cough in children with upper respiratory tract infections","2018",29450988,L620952436
"Comparison of the efficacy of six different helicobacter pylori eradication regimens: Greater than or equal to another","2018",,L621716703
"Early clinical response of omadacycline versus moxifloxacin in the treatment of community-acquired bacterial pneumonia by port risk class: Results from the optic study","2018",,L622964595
"Amoxycillin-clavulanate vs azithromycin for respiratory exacerbations of bronchiectasis in children-a multi-centre double blind non-inferiority randomised controlled trial","2018",,L622964938
"The John N. Insall award: Higher tissue concentrations of vancomycin achieved with intraosseous regional prophylaxis in revision TKA: A randomized controlled trial","2018",29529618,L624011993
"L-Methionine associated with Hibiscus sabdariffa and Boswellia serrata extracts are not inferior to antibiotic treatment for symptoms relief in patients affected by recurrent uncomplicated urinary tract infections: Focus on antibiotic-sparing approach","2018",29974725,L624277487
"Clinical effect of three-dimensional printing assisted less invasive stabilization system (LISS) to treat femoral intercondylar fracture","2018",,L624752137
"Intraperitoneal local anesthetic instillation and postoperative infusion improves functional recovery following colectomy: A randomized controlled trial","2018",30192329,L624837109
"Clinical observation on the effect of minimally invasive flapless technique and implant prognosis in oral implants","2018",,L625290441
"Timing of Rotavirus Vaccine Doses and Severe Rotavirus Gastroenteritis Among Vaccinated Infants in Low- and Middle-income Countries","2018",30074540,L627081080
"Salpingectomy compared with tubal ligation at cesarean delivery a randomized controlled trial","2018",29889755,L627081110
"Azithromycin versus placebo for the treatment of HIV-associated chronic lung disease in children and adolescents (BREATHE trial): Study protocol for a randomised controlled trial","2017",29282143,L619950439
"Comparison of the efficacy of three topical antiseptic solutions for the prevention of catheter colonization: A multicenter randomized controlled study","2017",29268759,L619884006
"Early initiation of low-dose hydrocortisone treatment for septic shock in adults: A randomized clinical trial","2017",28615145,L616749558
"Oseltamivir, amantadine, and ribavirin combination antiviral therapy versus oseltamivir monotherapy for the treatment of influenza: a multicentre, double-blind, randomised phase 2 trial","2017",28958678,L618452041
"Vitamin D status is associated with treatment failure and duration of illness in Nepalese children with severe pneumonia","2017",28678771,L619268325
"Optimisation of empirical antimicrobial therapy in patients with haematological malignancies and febrile neutropenia (How Long study): an open-label, randomised, controlled phase 4 trial","2017",29153975,L619337421
"Prevention of surgical site infection after oral cancer surgery by topical tetracycline","2017",29310375,L619526159
"Urinary track infection relative risk in women newly diagnosed with vulvovaginal atrophy and dyspareunia","2017",,L620232374
"Hematopoietic stem cell transplantation at home","2017",,L620311143
"A randomized controlled trial on the efficacy and safety profile of single oral dose of fosfomycin tromethamine versus cefuroxime axetil in the treatment of asymptomatic bacteriuria among pregnant women","2017",,L621797855
"Safety of intraoperative chemotherapy with 5-FU for colorectal cancer patients receiving curative resection: A randomized, multicenter, prospective, phase III IOCCRC trial (IOCCRC)","2017",28849265,L624002452
"Comparison of efficacy of amoxicillin versus ciprofloxacin in postsurgical management of transalveolar extraction","2017",,L619508632
"Pedicled Vein Grafts in Coronary Surgery: Perioperative Data From a Randomized Trial","2017",28648540,L616894755
"Risk factors for Pneumocystis pneumonia after the first 6 months following renal transplantation","2017",28608641,L617592509
"Uva-ursi extract and ibuprofen as alternative treatments of adult female urinary tract infection (ATAFUTI): Study protocol for a randomised controlled trial","2017",28886751,L618198693
"Porous silicon nitride spacers versus PEEK cages for anterior cervical discectomy and fusion: clinical and radiological results of a single-blinded randomized controlled trial","2017",28382392,L615239316
"A prospective randomised trial of isolated pathogens of surgical site infections (SSI)","2017",,L617409510
"Ten-Day Quadruple Therapy Comprising Proton Pump Inhibitor, Bismuth, Tetracycline, and Levofloxacin is More Effective than Standard Levofloxacin Triple Therapy in the Second-Line Treatment of Helicobacter pylori Infection: A Randomized Controlled Trial","2017",28719592,L618199325
"Comparison of 10-day levofloxacin bismuth-based quadruple therapy and levofloxacin-based triple therapy for Helicobacter pylori","2017",28644575,L618721792
"Pediatric femoral shaft fractures treatment according titanium elastic nailing vs traction and hip spica cast in children between age 6-12 years","2017",,L618953607
"A real life, in hospital, pilot study to evaluate changes in inflammatory markers & hemodynamic parameters after Extracorporeal Cytokine Adsorption Device (ECAD) therapy along with Standard Of Care (SOC) in patients of sepsis and or septic shock as per Ronco's peak concentration hypothesis","2017",,L619043816
"Treatment of pulmonary exacerbations","2017",,L619068504
"Design, enrollment, and feasibility of the stop-2 randomized study of IV antibiotic duration in CF pulmonary exacerbations","2017",,L619069634
"Comparison of peritoneal lavage with normal saline and normal saline plus antibiotic in acute peritonitis","2017",,L619567804
"Prospective randomized trial of antibiotic prophylaxis duration for percutaneous nephrolithotomy in low-risk patients: Preliminary results","2017",,L621080795
"Prospective, randomized, double-blind, Phase 2 dose-ranging study comparing efficacy and safety of imipenem/cilastatin plus relebactam with imipenem/cilastatin alone in patients with complicated urinary tract infections","2017",28575389,L621508660
"Treatment outcome of pneumonia due to carbapenem-resistant Acinetobacter baumannii complex","2017",,L622097696
"Changes to the composition of the gastrointestinal microbiome after probiotics for clostridium difficile infection in adults","2017",,L628004301
"Clostridium difficile infection in hematopoietic stem cell transplant patients: A single-center experience","2017",,L628004543
"A phase 3 randomized, double-blind, multi-center study to compare the safety and efficacy of IV to oral omadacycline to moxifloxacin for the treatment of adult subjects with CABP (The Optic Study)","2017",,L628004550
"Doing the same with less: A randomized, multinational, open-label, adjudicator-blinded trial of an algorithm vs. standard of care to determine treatment duration for staphylococcal bacteremia","2017",,L628119767
"Procalcitonin-guided decision making for duration of antibiotic therapy in neonates with suspected early-onset sepsis: a multicentre, randomised controlled trial (NeoPIns)","2017",28711318,L617351195
"The Penicillin for the Emergency Department Outpatient treatment of CELLulitis (PEDOCELL) trial: Update to the study protocol and detailed statistical analysis plan (SAP)","2017",28836993,L617956122
"Perioperative antibiotic prophylaxis in the treatment of acute cholecystitis (PEANUTS II trial): Study protocol for a randomized controlled trial","2017",28835268,L617956592
"Effect of oral prednisolone on symptom duration and severity in nonasthmatic adults with acute lower respiratory tract infection: A randomized clinical trial","2017",28829884,L618032187
"Prescriptions from Traditional Chinese Medicine compared with salbutamol and montelukast for the treatment of pediatric asthma: A randomized controlled trial","2017",,L618175398
"Is 5 days of oral fluoroquinolone enough for acute uncomplicated pyelonephritis? The DTP randomized trial","2017",28283830,L614744529
"Antibiotic therapy in comatose mechanically ventilated patients following aspiration: Differentiating pneumonia from pneumonitis","2017",28594680,L616739664
"Probiotics and child care absence due to infections: A randomized controlled trial","2017",28674113,L617624931
"Antibiotics-First Versus Surgery for Appendicitis: A US Pilot Randomized Controlled Trial Allowing Outpatient Antibiotic Management","2017",27974169,L613978765
"The RESPIRE trials: Two phase III, randomized, multicentre, placebo-controlled trials of Ciprofloxacin Dry Powder for Inhalation (Ciprofloxacin DPI) in non-cystic fibrosis bronchiectasis","2017",28495619,L616234822
"A Randomized Trial of Antimicrobial Prophylaxis in Patients Undergoing Medical Thoracoscopy (APT)","2017",28624819,L616932400
"Routine Use of Prophylactic Antibiotics during Laparoscopic Cholecystectomy Does Not Reduce the Risk of Surgical Site Infections","2017",28375803,L617032103
"Efficacy of a multiplex paclitaxel emission stent using a Pluronic® mixture membrane versus a covered metal stent in malignant biliary obstruction: A prospective randomized comparative study","2017",28335102,L617181661
"Factors associated with non-persistence to oral and inhaled antiviral therapies for seasonal influenza: A secondary analysis of a double-blind, multicentre, randomised clinical trial","2017",28698321,L617279620
"PIRATE project: Point-of-care, informatics-based randomised controlled trial for decreasing overuse of antibiotic therapy in Gram-negative bacteraemia","2017",28710229,L617319506
"A placebo-controlled trial of antibiotics for smaller skin abscesses","2017",28657870,L616986636
"Antibiotic prophylaxis for elective hysterectomy","2017",28625021,L616823501
"Effects of replacing saline solution during surgery for colon cancer in Korea","2017",28624041,L615225217
"Low incidence of acute graft-versus-host disease with short-term tacrolimus in haploidentical hematopoietic stem cell transplantation","2017",,L614649855
"Randomized Clinical Trial: Esomeprazole, Bismuth, Levofloxacin, and Amoxicillin or Cefuroxime as First-Line Eradication Regimens for Helicobacter pylori Infection","2017",28391418,L615270636
"Protracted bacterial bronchitis and chronic wet cough","2017",,L617069889
"Micafungin versus liposomal amphotericin b for empirical antifungal therapy in febrile neutropenic patients with hematological malignancies: A randomized controlled trial","2017",,L617379723
"Do probiotics reduce the duration of VRE carriage?","2017",,L619544675
"Less antibiotic use and remission in diabetic foot infections","2017",,L619545141
"Pharmacokinetic and pharmacodynamic efficacies of continuous versus intermittent administration of meropenem in patients with severe sepsis and septic shock: A prospective randomized pilot study","2017",28485312,L616161609
"Study protocol: Evaluation of the probiotic Lactobacillus Fermentum CECT5716 for the prevention of mastitis in breastfeeding women: A randomised controlled trial","2017",28525984,L616283430
"Association between long-lasting intravitreous fluocinolone acetonide implant vs systemic anti-inflammatory therapy and visual acuity at 7 years among patients with intermediate, posterior, or panuveitis","2017",28477440,L616353587
"Routine molecular point-of-care testing for respiratory viruses in adults presenting to hospital with acute respiratory illness (ResPOC): a pragmatic, open-label, randomised controlled trial","2017",28392237,L615256456
"Stopping antibiotics in febrile neutropaenia due to viral infection","2017",,L615921995
"Extra articular supracondylar femur fractures managed with locked distal femoral plate or supracondylar nailing: A comparative outcome study","2017",,L616417316
"The STOP-AB trial protocol: Efficacy and safety of discontinuing patient antibiotic treatment when physicians no longer consider it necessary","2017",28592581,L616642127
"Characteristics of and risk factors for severe neurological deficit in patients with pyogenic vertebral osteomyelitis","2017",28538361,L616768335
"Benefit of preoperative antibiotic prophylaxis for peroral endoscopic myotomy (POEM): A randomized controlled trial","2017",,L619108711
"Treatment duration of febrile urinary tract infection: A pragmatic randomized, double-blind, placebo-controlled non-inferiority trial in men and women","2017",28366170,L615072525
"Conventional Versus Prolonged Infusion of Meropenem in Neonates With Gram-negative Late-onset Sepsis: A Randomized Controlled Trial","2017",27918382,L613566490
"Prevalence of Surgical Site Infections Following Orthognathic Surgery: A Double-Blind, Randomized Controlled Trial on a 3-Day Versus 1-Day Postoperative Antibiotic Regimen","2017",27789268,L613778965
"Evaluation of platelet-rich plasma gel potential in acceleration of wound healing duration in patients underwent pilonidal sinus surgery: A randomized controlled parallel clinical trial","2017",28119114,L614163240
"A double-blind randomized controlled trial of ibuprofen compared to placebo for uncomplicated cellulitis of the upper or lower limb","2017",28274772,L615140877
"Smear campaign: False attribution of pancytopenia to tick bite","2017",,L615580888
"Expect the unexpected-a case of necrotizing pancreatitis","2017",,L615581540
"Impact of antibiotic treatment duration for symptomatic lower urinary tract infections in kidney transplant recipients","2017",,L615704933
"Evaluation of surface micropattern (sharklet) on foleys silicon catheter in reducing urinary tract infections","2017",,L616356769
"Fast track stent study (FAST): Short term external ureter stenting shows significant benefit in comparison to routine DJ stent placement after ureterorenoscopic stone extraction-a prospective-randomized trail","2017",,L616357650
"A randomized control trial of preoperative prophylactic antibiotics prior to percutaneous nephrolithotomy in the low risk population: A report from the edge consortium","2017",,L616358637
"Prospective randomized trial of antibiotic prophylaxis duration for percutaneous nephrolithotomy: Preliminary results","2017",,L616358657
"Hybrid therapy versus sequential therapy for eradication of Helicobacter pylori: A randomized controlled trial","2017",,L617019852
"Immediate and delayed tonsillectomy as a part of treatment of quinsy","2017",,L617626742
"The pro-pprom trial: Randomised controlled trial of oral probiotic therapy for women with preterm prelabour rupture of membranes to prolong pregnancy duration","2017",,L617840658
"Use of whole-genome sequencing to distinguish relapse from reinfection in a completed tuberculosis clinical trial","2017",28351427,L615039163
"A Cluster-Randomized Trial to Assess the Efficacy of Targeting Trachoma Treatment to Children","2017",27956455,L619917191
"Results of a randomized, prospective, doubledummy, double-blind trial to compare efficacy and safety of a herbal combination containing Tropaeoli majoris herba and Armoraciae rusticanae radix with co-trimoxazole in patients with acute and uncomplicated cystitis","2017",,L616782857
"Early Removal of Double-J Stents Decreases Urinary Tract Infections in Living Donor Renal Transplantation: A Prospective, Randomized Clinical Trial","2017",28219588,L614513053
"Adjunctive clindamycin for cellulitis: A clinical trial comparing flucloxacillin with or without clindamycin for the treatment of limb cellulitis","2017",28314743,L614858530
"Use of prophylactic antibiotics for prelabour rupture of membranes at term in early induction of labour-a randomised controlled trial","2017",,L615337695
"An experience of treatment outcome in acute appendicitis with antibiotics and appendectomy at a tertiary care hospital","2017",,L617691596
"Does micropattern (sharklet) on urinary catheter surface reduce urinary tract infections? Results from phase I randomized open label interventional trial","2017",,L618193328
"Efficacy and safety of procalcitonin guidance in reducing the duration of antibiotic treatment of sepsis patients","2017",28219190,L614609134
"Molecular point-of-care testing for respiratory viruses versus routine clinical care in adults with acute respiratory illness presenting to secondary care: A pragmatic randomised controlled trial protocol (ResPOC)","2017",28166743,L614295153
"Role of nasogastric tube in children undergoing elective distal bowel surgery","2017",27832331,L613215603
"Prophylactic versus clinically-driven antibiotics in comatose survivors of out-of-hospital cardiac arrest—A randomized pilot study","2017",27987397,L613786394
"Meropenem Dosing Based on a Population Pharmacokinetic–Pharmacodynamic Model in Elderly Patients with Infection of the Lower Respiratory Tract","2017",28097633,L614133194
"Effectiveness of add-on therapy with domperidone vs alginic acid in proton pump inhibitor partial response gastro-oesophageal reflux disease in systemic sclerosis: Randomized placebo-controlled trial","2017",27179107,L614661918
"Does antibiotic coated polyglactin helps in reducing surgical site infection in clean surgery?","2017",,L617701291
"Impact of the duration of antibiotics on clinical events in patients with Pseudomonas aeruginosa ventilator-associated pneumonia: Study protocol for a randomized controlled study","2017",28114979,L614195497
"High-dose rifampicin, moxifloxacin, and SQ109 for treating tuberculosis: a multi-arm, multi-stage randomised controlled trial","2017",28100438,L613712832
"Protocol of a randomised controlled, open-label trial of ex vivo normothermic perfusion versus static cold storage in donation after circulatory death renal transplantation","2017",28115329,L614178884
"Risk factors for postcesarean maternal infection in a trial of extended-spectrum antibiotic prophylaxis","2017",28178058,L614361807
"Use of probiotics as an adjuvant To sequential H. pylori eradication therapy: Impact on eradication rates, treatment resistance, treatment-related side effects, and patient compliance","2017",28007678,L614690375
"Optimal Duration for the Use of 0.5% LevofloxacinEye Drops Before Vitreoretinal Surgery","2017",28161927,L614887716
"Effect of the administration period of perioperative topical levofloxacin on normal conjunctival bacterial flora","2017",28317676,L614906044
"Causes and management of acute mechanical small bowel obstruction in adults","2017",,L616353715
"A randomized controlled trial comparing autologous cranioplasty with custom-made titanium cranioplasty","2017",26991387,L616457971
"Cranioplasty using custom-made hydroxyapatite versus titanium: A randomized clinical trial","2017",26918471,L616458017
"Procalcitonin-Guided Antibiotics after Surgery for Peritonitis: A Randomized Controlled Study","2017",,L616511164
"Effectiveness of antibiotic prophylaxis in gynecologic laparoscopy: Randomized controlled trial","2017",,L616525490
"Postoperative antibiotic use in breast reduction: Preliminary results of a randomized controlled trial","2017",,L616525527
"Antibiotic prophylaxis in breast cancer surgery-randomized clinical trial","2017",,L616525539
"First line Helicobacter pylori eradication in dyspeptic patients","2017",,L617550141
"Early use of automated polymerase chain reaction to detect methicillin-resistant staphylococcus aureus in bronchoalveolar lavage: A randomized controlled trial","2017",,L617708447
"Topical intranasal bacteriotherapy: Experience in acute otitis media","2017",,L617770484
"Prolonged systemic antibiotic use for external ventricular devices (EVD) is associated with MDR infections: A retrospective study","2017",,L619001785
"Retroperitoneal varix ligation with sclerotherapy: A prospective randomized comparative study","2017",,L619244593
"Virological response and resistances over 12 months among HIV-infected children less than two years receiving first-line lopinavir/ritonavir-based antiretroviral therapy in Cote D'Ivoire and Burkina Faso: The MONOD ANRS 12206 cohort","2017",28453240,L619282002
"Glutamine and its use in selected oncology settings","2017",,L619590085
"Chinese herbal medicine (CHM) for recurrent UTIs in women, a feasibility trial","2017",,L620925376
"Intravenous and topical tranexamic acid alone are superior to tourniquet use for primary total knee arthroplasty : A prospective, randomized controlled trial","2017",29257010,L621266013
"A randomized control trial of preoperative oral antibiotics as adjunct therapy to systemic antibiotics for preventing surgical site infection in clean contaminated, contaminated, and dirty type of colorectal surgeries","2017",29112565,L621682305
"Is antibiotic prophylaxis for open thyroidectomies necessary? a randomized trial in south indian population","2017",,L623384155
"Meropenem Utilization Evaluation in a Referral Teaching Hospital","2017",,L634124823
"Shortened antimicrobial treatment for acute Otitis media in young children","2016",28002709,L613811084
"Comparison of micafungin and liposomal amphotericin B for empirical antifungal therapy in febrile neutropenic patients with acute myeloid leukemia: A randomized controlled trial","2016",,L614247491
"Safety and efficacy of elotuzumab with lenalidomide/dexamethasone for multiple myeloma in a japanese subpopulation analysis of the phase 3 eloquent-2 trial","2016",,L614310034
"Impact of surveillance stool culture guided selection of antibiotics in allogeneic hematopoietic stem cell transplant patients","2016",,L614310583
"Efficacy and toxicity of aerosolised colistin in ventilator-associated pneumonia: a prospective, randomised trial","2016",,L609457015
"Anatomic Double-Bundle Anterior Cruciate Ligament Reconstruction With a Hamstring Tendon Autograft and Fresh-Frozen Allograft: A Prospective, Randomized, and Controlled Study","2016",27289276,L610760798
"Comparison of cotrimoxazole vs. second-generation cephalosporins for prevention of urinary tract infections in children","2016",27525699,L611708005
"Rescue Therapy for Helicobacter pylori Eradication: A Randomized Non-Inferiority Trial of Amoxicillin or Tetracycline in Bismuth Quadruple Therapy","2016",27670603,L612362813
"Use of fibrin glue as a sealant at the anastomotic line in laparoscopic pyeloplasty: A randomised controlled trial","2016",,L613365282
"Repeat Treatment With Rifaximin Is Safe and Effective in Patients With Diarrhea-Predominant Irritable Bowel Syndrome","2016",27528177,L613454528
"The efficacy of pivmecillinam: 3 days or 5 days t.i.d against community acquired uncomplicated lower urinary tract infections - a randomized, double-blinded, placebo-controlled clinical trial study protocol","2016",27905884,L613471887
"Using probiotics in the critically ill: A meta-analysis of 2,808 patients","2016",,L613521429
"Diazoxide in children with obesity after hypothalamic-pituitary lesions: A randomized, placebo-controlled trial","2016",27603903,L613649744
"Neither 10- nor 14-Day Sequential Treatment is better than Standard Triple Therapy for Helicobacter Pylori Eradication","2016",27898166,L617338449
"Cefepime versus cefoperazone/sulbactum plus amikacin as empirical antibiotic therapy in cancer patients with febrile neutropenia","2016",,L619107562
"An exploratory trial of intravenous immunoglobulin therapy for idiopathic pulmonary fibrosis: a preliminary multicenter report","2016",25689162,L603169805
"Sequential therapy for 10 days versus triple therapy for 14 days in the eradication of Helicobacter pylori in the community and hospital populations: A randomised trial","2016",26338825,L605925851
"The use of bandage contact lenses in adenoviral keratoconjunctivitis","2016",26671622,L607322372
"Effect of local anaesthetic wound infiltration on acute pain and bleeding after primary total hip arthroplasty: the EDIPO randomised controlled study","2016",26899484,L608560286
"The effects of the time of intranasal splinting on bacterial colonization, postoperative complications, and patient discomfort after septoplasty operations","2016",26923831,L608667596
"Home use of day-and-night hybrid closed-loop insulin delivery in suboptimally controlled adolescents with type 1 diabetes: A 3-week, free-living, randomized crossover trial","2016",27612500,L613125683
"5-Day versus 10-day course of fluoroquinolones in outpatient males with a urinary tract infection (UTI)","2016",28076247,L613299006
"Azithromycin for acute exacerbations of asthma: The AZALEA randomized clinical trial","2016",27653939,L613403063
"GRiP: Does GM-CSF restore neutrophil phagocytosis in critically ill patients?","2016",,L617401239
"A New Approach to the Treatment of Uncomplicated Cystitis: Results of a Randomized Placebo-Controlled Clinical Trial","2016",27055257,L609711445
"Polypropylene-based composite mesh versus standard polypropylene mesh in the reconstruction of complicated large abdominal wall hernias: a prospective randomized study","2016",27507403,L611631655
"Effect of XiangBin granules on post-operative gastrointestinal function and brain-gut peptides after transabdominal gynecological surgery","2016",27552171,L611720645
"Two-Year COMPASS Trial Results: Supraciliary Microstenting with Phacoemulsification in Patients with Open-Angle Glaucoma and Cataracts","2016",27506486,L612718046
"Durable prevention of recurrent C. Difficile infection with RBX2660: Results of the PUNCH CD 2 trial","2016",,L612869242
"Environmental risk factors associated with recurrent clostridium difficile infection (CDI)","2016",,L612870831
"Comparison of different antibiotic protocols for asymptomatic bacteriuria treatment in patients with neurogenic bladder who underwent detrusor botulinum toxin injection","2016",,L612945318
"Prospective randomized comparison between fluoroscopy-guided ureteroscopy versus ureteroscopy with real-time ultrasonography for the management of ureteral stones","2016",,L613001841
"The simple trial: A large ICD implant cohort showing a low rate of infection","2016",,L613016645
"Comparison of ciprofloxacin and colistin as prophylactic antibiotics for the treatment of chemotherapy-induced neutropenia in patients with acute myeloid leukaemia: Two parallel patient cohorts treated in a single centre","2016",,L613153395
"Surotomycin versus vancomycin for Clostridium difficile infection: Phase 2, randomized, controlled, double-blind, non-inferiority, multicentre trial","2016",27432604,L613222895
"Unblinded randomized control trial on prophylactic antibiotic use in gustilo II open tibia fractures at Kenyatta National Hospital, Kenya","2016",27492064,L613248759
"Ceftazidime-avibactam Versus Doripenem for the Treatment of Complicated Urinary Tract Infections, Including Acute Pyelonephritis: RECAPTURE, a Phase 3 Randomized Trial Program","2016",27313268,L613253719
