"","relevancy","reason_exclude","comments","meandur_short","meandur_long","fu_dur","PMID","Title.x"
"165",0,"Resistance during f/u not included","",NA,NA,NA,15303633,"A randomized, double-blind study comparing 5 days oral gemifloxacin with 7 days oral levofloxacin in patients with acute exacerbation of chronic bronchitis"
"166",0,"Resistance during f/u not included","",NA,NA,NA,15303634,"Gemifloxacin once daily for 7 days compared to amoxicillin/clavulanic acid thrice daily for 10 days for the treatment of community-acquired pneumonia of suspected pneumococcal origin"
"167",0,"Resistance during f/u not included","",NA,NA,NA,15308521,"Three month treatment of reactive arthritis with azithromycin: a EULAR double blind, placebo controlled study"
"168",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,15328092,"Double-blind, randomized study of the efficacy and safety of oral pharmacokinetically enhanced amoxicillin-clavulanate (2,000/125 milligrams) versus those of amoxicillin-clavulanate (875/125 milligrams), both given twice daily for 7 days, in treatment of bacterial community-acquired pneumonia in adults"
"169",1,"","The 11 patients who experienced relapse after receiving therapy for 3 days were infected with Klebsiella pneumoniae (4 patients), E. coli (4 patients), Acinetobacter baumanii and Enterococcus faecalis (2 patients), and Enterococcus faecium (1 patient). Four of these 11 patients were infected with resistant organisms, and 7 were infected with susceptible organisms. Resistance to ciprofloxacin emerged in 2 (29%) of 7 isolates recovered from patients who had a symptomatic relapse.","3","14","6 weeks",15356779,"A prospective, randomized trial of 3 or 14 days of ciprofloxacin treatment for acute urinary tract infection in patients with spinal cord injury"
"170",0,"Resistance during f/u not included","",NA,NA,NA,15361727,"Two dosages of clarithromycin for five days, amoxicillin/clavulanate for five days or penicillin V for ten days in acute group A streptococcal tonsillopharyngitis"
"171",0,"Resistance during f/u not included","",NA,NA,NA,15365537,"Efficacy and safety of oral telithromycin once daily for 5 days versus moxifloxacin once daily for 10 days in the treatment of acute bacterial rhinosinusitis"
"172",0,"Resistance during f/u not included","",NA,NA,NA,15373886,"Impact of regular attendance by infectious disease specialists on the management of hospitalised adults with community-acquired febrile syndromes"
"173",NA,NA,NA,NA,NA,NA,15381595,"Pulmonary complications following major head and neck surgery with tracheostomy: A prospective, randomized, controlled trial of prophylactic antibiotics"
"174",0,"Resistance during f/u not included","",NA,NA,NA,15468362,"Doxycycline versus doxycycline and rifampin in undifferentiated spondyloarthropathy, with special reference to chlamydia-induced arthritis. A prospective, randomized 9-month comparison"
"175",NA,NA,NA,NA,NA,NA,15495108,"Delayed antibiotics for symptoms and complications of respiratory infections."
"176",NA,NA,NA,NA,NA,NA,15495115,"Intraventricular antibiotics for bacterial meningitis in neonates."
"177",0,"Resistance during f/u not included","",NA,NA,NA,15569557,"Comparative efficacy of amoxicillin, cefuroxime and clarithromycin in the treatment of community -acquired pneumonia in children"
"178",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,15598997,"Treatment of appendiceal mass: prospective, randomized clinical trial"
"179",0,"Resistance during f/u not included","",NA,NA,NA,15609652,"[Feasibility of short-term antibiotic prophylaxis after pulmonary resection]"
"180",0,"Resistance during f/u not included","",NA,NA,NA,15616290,"Efficacy and safety of pharmacokinetically enhanced amoxicillin-clavulanate at 2,000/125 milligrams twice daily for 5 days versus amoxicillin-clavulanate at 875/125 milligrams twice daily for 7 days in the treatment of acute exacerbations of chronic bronchitis"
"181",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,15668857,"Treatment with clarithromycin prior to coronary artery bypass graft surgery does not prevent subsequent cardiac events"
"182",NA,NA,NA,NA,NA,NA,15668859,"Efficacy and safety of weekly dalbavancin therapy for catheter-related bloodstream infection caused by gram-positive pathogens"
"183",NA,NA,NA,NA,NA,NA,15674914,"Antibiotics for acute pyelonephritis in children."
"184",NA,NA,NA,NA,NA,NA,15699832,"Prevention of acquired infections in intubated patients with the combination of two decontamination regimens"
"185",0,"Resistance during f/u not included","",NA,NA,NA,15704358,"[Five days ceftibuten versus 10 days penicillin in the treatment of 2099 patients with A-streptococcal tonsillopharyngitis]"
"186",NA,NA,NA,NA,NA,NA,15705638,"Impact of an interdisciplinary strategy on antibiotic use: A prospective controlled study in three hospitals"
"187",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,15712100,"Levofloxacin for treatment of ventilator-associated pneumonia: a subgroup analysis from a randomized trial"
"188",0,"Resistance during f/u not included","",NA,NA,NA,15725048,"Once-daily azithromycin for 3 days compared with clarithromycin for 10 days for acute exacerbation of chronic bronchitis: a multicenter, double-blind, randomized study"
"189",0,"Resistance during f/u not included","There was no difference in the incidence of secondary endogenous pneumonia, which was invariably caused by MRSA and AGNB.","0","total duration of stay in ICU","60",15729064,"Survival benefit in critically ill burned patients receiving selective decontamination of the digestive tract: a randomized, placebo-controlled, double-blind trial"
"190",0,"Resistance during f/u not included","",NA,NA,NA,15750103,"Effect of clarithromycin treatment on Chlamydia pneumoniae in vascular tissue of patients with coronary artery disease: a randomized, double-blind, placebo-controlled trial"
"191",1,"","six cases (three standard treatment, three ampicillin-sulbactam), the infections were caused by emergent multiresistant bacteria","0","3","1 year",15754197,"Antibiotic prophylaxis of early onset pneumonia in critically ill comatose patients. A randomized study"
"192",NA,NA,NA,NA,NA,NA,15756271,"Optimisation of irinotecan dose in the treatment of patients with metastatic colorectal cancer after 5-FU failure: Results from a multinational, randomised phase II study"
"193",0,"Resistance during f/u not included","",NA,NA,NA,15762971,"Prospective randomized comparison of single-dose versus 1-day cefazolin for prophylaxis in gynecologic surgery"
"194",0,"Resistance during f/u not included","",NA,NA,NA,15764166,"Intermittent azithromycin treatment for respiratory symptoms in patients with chronic Chlamydia pneumoniae infection"
"195",NA,NA,NA,NA,NA,NA,15774257,"Prospective, randomized, multicentric, open, comparative study on the efficacy of a prophylactic single dose of 500 mg levofloxacin versus 1920 mg trimethoprim/sulfamethoxazole versus a control group in patients undergoing TUR of the prostate"
"196",0,"Participants (not bacterial infection)","",NA,NA,NA,15783119,"Prospective randomised trial of isoniazid prophylaxis in renal transplant recipient"
"197",0,"Resistance during f/u not included","",NA,NA,NA,15814044,"Comparative trial of short-course ofloxacin for uncomplicated typhoid fever in Vietnamese children"
"198",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,15821205,"Reappraisal of clindamycin IV monotherapy for treatment of mild-to-moderate aspiration pneumonia in elderly patients"
"199",NA,NA,NA,NA,NA,NA,15846719,"Antibiotic regimens for secondary peritonitis of gastrointestinal origin in adults."
"200",NA,NA,NA,NA,NA,NA,15846726,"Duration of antibacterial treatment for uncomplicated urinary tract infection in women."
"201",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,15865549,"An open-label, randomized study comparing efficacy and safety of intravenous piperacillin/tazobactam and ampicillin/sulbactam for infected diabetic foot ulcers"
"202",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,15889218,"Prevention of surgical site infection after open prosthetic inguinal hernia repair: efficacy of parenteral versus oral prophylaxis with amoxicillin-clavulanic acid in a randomized clinical trial"
"203",0,"Resistance during f/u not included","",NA,NA,NA,15943731,"Optimum duration of prophylactic antibiotics in acute non-perforated appendicitis"
"204",NA,NA,NA,NA,NA,NA,15970833,"Timing of prophylactic antibiotic administration in the uninfected laboring gravida: A randomized clinical trial"
"205",0,"Resistance during f/u not included","",NA,NA,NA,15972728,"Response to antibiotics of women with symptoms of urinary tract infection but negative dipstick urine test results: double blind randomised controlled trial"
"206",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,16038522,"Treatment of childhood complicated community-acquired pneumonia with amoxicillin/sulbactam"
"207",0,"Resistance during f/u not included","",NA,NA,NA,16053194,"A comparison of two treatment regimens of ceftriaxone in late Lyme disease"
"208",0,"Resistance during f/u not included","",NA,NA,NA,16061709,"Comparison between pathogen directed antibiotic treatment and empirical broad spectrum antibiotic treatment in patients with community acquired pneumonia: a prospective randomised study"
"209",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,16075861,"Peritonsillar abscess: a comparison of outpatient i.m. clindamycin and inpatient i.v. ampicillin/sulbactam following needle aspiration"
"210",0,"Resistance during f/u not included","",NA,NA,NA,16117986,"A comparison of 5 days of therapy with cefdinir or azithromycin in children with acute otitis media: a multicenter, prospective, single-blind study"
"211",NA,NA,NA,NA,NA,NA,16166930,"Antibiotic prophylaxis in day surgery in dermatology"
"212",0,"Resistance during f/u not included","",NA,NA,NA,16189075,"Open-label randomized trial of oral trimethoprim-sulfamethoxazole, doxycycline, and chloramphenicol compared with trimethoprim-sulfamethoxazole and doxycycline for maintenance therapy of melioidosis"
"213",0,"Resistance during f/u not included","",NA,NA,NA,16216469,"Cefotaxime and ceftriaxone cerebrospinal fluid levels during treatment of bacterial meningitis in children"
"214",NA,NA,NA,NA,NA,NA,16235325,"Interventions to improve antibiotic prescribing practices in ambulatory care."
"215",NA,NA,NA,NA,NA,NA,16235326,"Interventions to improve antibiotic prescribing practices for hospital inpatients."
"216",NA,NA,NA,NA,NA,NA,16235397,"Prophylactic antibiotics to reduce morbidity and mortality in neonates with umbilical venous catheters."
"217",0,"Resistance during f/u not included","",NA,NA,NA,16267721,"Antibacterial chemoprophylaxis in the prevention of traveler's diarrhea: evaluation of poorly absorbed oral rifaximin"
"218",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,16281834,"[Efficacy of ciprofloxacine antibiotic prophylaxis of infectious complications after TUR of the prostate]"
"219",0,"Outcome (not clinical efficacy)","",NA,NA,NA,16289514,"Linezolid reduces length of stay and duration of intravenous treatment compared with vancomycin for complicated skin and soft tissue infections due to suspected or proven methicillin-resistant Staphylococcus aureus (MRSA)"
"220",0,"Resistance during f/u not included","",NA,NA,NA,16326693,"Effective duration of antimicrobial therapy for the treatment of acute lobar nephronia"
"221",0,"Resistance during f/u not included","",NA,NA,NA,16343114,"The role of preoperative prophylactic antibiotic administration in periapical endodontic surgery: a randomized, prospective double-blind placebo-controlled study"
"222",NA,NA,NA,NA,NA,NA,16355320,"Use of broad-spectrum antimicrobials for the treatment of pneumonia in seriously ill patients: Maximizing clinical outcomes and minimizing selection of resistant organisms"
"223",NA,NA,NA,NA,NA,NA,16362397,"Single-dose metronidazole vs 5-day multi-drug antibiotic regimen in excision of pilonidal sinuses with primary closure: A prospective, randomized, double-blinded pilot study"
"224",0,"Resistance during f/u not included","",NA,NA,NA,16369855,"Pre-emptive antibiotic treatment vs 'standard' treatment in patients with elevated serum procalcitonin levels after elective colorectal surgery: a prospective randomised pilot study"
"225",NA,NA,NA,NA,NA,NA,16392777,"Acute uncomplicated lower urinary tract infections in general practice: Clinical and microbiological cute rates after three- versus five-day treatment with trimethoprim"
"226",0,"Resistance during f/u not included","",NA,NA,NA,16433194,"Clinical efficacy and safety of a short regimen of azithromycin sequential therapy vs standard cefuroxime sequential therapy in the treatment of community-acquired pneumonia: an international, randomized, open-label study"
"227",0,"Resistance during f/u not included","",NA,NA,NA,16437344,"Randomized prospective study on prophylactic antibiotics in clean orthopedic surgery in one ward for 1 year"
"228",0,"Resistance during f/u not included","",NA,NA,NA,16447105,"Treatment of plague with gentamicin or doxycycline in a randomized clinical trial in Tanzania"
"229",NA,NA,NA,NA,NA,NA,16483435,"Use of prophylactic antibiotics in a paediatric day-case surgery at NAUTH, Nnewi, Nigeria: A randomized double-blinded study"
"230",0,"Resistance during f/u not included","",NA,NA,NA,16504492,"Moxifloxacin versus levofloxacin against acute exacerbations of chronic bronchitis: the Latin American Cohort"
"231",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,16517534,"Monotherapy with piperacillin/tazobactam versus cefepime as empirical therapy for febrile neutropenia in pediatric cancer patients: a randomized comparison"
"232",NA,NA,NA,NA,NA,NA,16569261,"Combination therapy versus monotherapy: A randomised pilot study on the evolution of inflammatory parameters after ventilator associated pneumonia [ISRCTN31976779]"
"233",0,"Resistance during f/u not included","",NA,NA,NA,16603606,"Procalcitonin guidance of antibiotic therapy in community-acquired pneumonia: a randomized trial"
"234",0,"Resistance during f/u not included","",NA,NA,NA,16627223,"Efficacy and safety of ertapenem versus piperacillin-tazobactam for the treatment of intra-abdominal infections requiring surgical intervention"
"235",NA,NA,NA,NA,NA,NA,16652311,"Reduction of urinary tract infection and antibiotic use after surgery: A controlled, prospective, before-after intervention study"
"236",0,"Study design (not RCT)","",NA,NA,NA,16730170,"Levofloxacin 750-mg for 5 days for the treatment of hospitalized Fine Risk Class III/IV community-acquired pneumonia patients"
"237",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,16750618,"A double-blind randomized study of aminoglycoside infusion with combined therapy for pulmonary Mycobacterium avium complex disease"
"238",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,16760445,"Single-dose azithromycin for the treatment of cholera in adults"
"239",0,"Resistance during f/u not included","",NA,NA,NA,16763247,"Effectiveness of discontinuing antibiotic treatment after three days versus eight days in mild to moderate-severe community acquired pneumonia: randomised, double blind study"
"240",0,"Resistance during f/u not included","",NA,NA,NA,16816491,"Penicillin and gentamicin therapy vs amoxicillin/clavulanate in severe hypoxemic pneumonia"
"241",NA,NA,NA,NA,NA,NA,16855971,"Long-term antibiotics for preventing recurrent urinary tract infection in children."
"242",NA,NA,NA,NA,NA,NA,16856095,"Antibiotic prophylaxis for surgical introduction of intracranial ventricular shunts."
"243",NA,NA,NA,NA,NA,NA,16858182,"Randomized controlled trial of moxifloxacin compared with piperacillin-tazobactam and amoxicillin-clavulanate for the treatment of complicated intra-abdominal infections"
"244",NA,NA,NA,NA,NA,NA,16934148,"Administration of antibiotics via the respiratory tract for the prevention of ICU-acquired pneumonia: A meta-analysis of comparative trials"
"245",0,"Study design (not RCT)","",NA,NA,NA,16957901,"Impact of piperacillin resistance on the outcome of Pseudomonas ventilator-associated pneumonia"
"246",NA,NA,NA,NA,NA,NA,17011409,"Randomized double-blind study comparing 7- and 10-day regimens of faropenem medoxomil with a 10-day cefuroxime axetil regimen for treatment of acute bacterial sinusitis"
"247",0,"Resistance during f/u not included","",NA,NA,NA,17030532,"Randomized controlled trial of 7-Day vs. 14-Day antibiotics for neonatal sepsis"
"248",NA,NA,NA,NA,NA,NA,17034608,"One week of ciprofloxacin before percutaneous nephrolithotomy significantly reduces upper tract infection and urosepsis: A prospective controlled study"
"249",0,"Resistance during f/u not included","",NA,NA,NA,17050564,"Clarithromycin in the treatment of RSV bronchiolitis: a double-blind, randomised, placebo-controlled trial"
"250",0,"Resistance during f/u not included","",NA,NA,NA,17060336,"Prophylactic antibiotics to prevent pneumonia and other complications after measles: community based randomised double blind placebo controlled trial in Guinea-Bissau"
"251",NA,NA,NA,NA,NA,NA,17127226,"A pilot study on prevention of catheter-related urinary tract infections with fluoroquinolones"
"252",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,17137468,"Does periodontal care improve glycemic control? The Department of Veterans Affairs Dental Diabetes Study"
"253",NA,NA,NA,NA,NA,NA,17146635,"The effect of selective decontamination of the digestive tract on mortality in multiple trauma patients: A multicenter randomized controlled trial"
"254",NA,NA,NA,NA,NA,NA,17164546,"A randomized controlled trial of enteral versus parenteral feeding in patients with predicted severe acute pancreatitis shows a significant reduction in mortality and in infected pancreatic complications with total enteral nutrition"
"255",0,"Resistance during f/u not included","",NA,NA,NA,17173219,"A randomized trial of the duration of therapy with metronidazole plus or minus azithromycin for treatment of symptomatic bacterial vaginosis"
"256",NA,NA,NA,NA,NA,NA,17189096,"Efficacy and safety of 3-day azithromycin versus 5-day moxifloxacin for the treatment of acute bacterial exacerbations of chronic bronchitis"
"257",NA,NA,NA,NA,NA,NA,17190130,"Peripheral venous catheter-related inflammation: A randomized prospective trial"
"258",0,"Study design (not RCT)","",NA,NA,NA,17197406,"The impact of oral disease and nonsurgical treatment on bacteremia in children"
"259",0,"Study design (not RCT)","",NA,NA,NA,17219539,"Pneumonia: 3 days of antibiotics for uncomplicated course"
"260",0,"Participants (not bacterial infection)","",NA,NA,NA,17226906,"Efficacy of long term cyclic administration of the poorly absorbed antibiotic Rifaximin in symptomatic, uncomplicated colonic diverticular disease"
"261",0,"Resistance during f/u not included","",NA,NA,NA,17229548,"Prophylaxis versus pre-emptive treatment for infective and inflammatory complications of surgical third molar removal: a randomized, double-blind, placebo-controlled, clinical trial with sustained release amoxicillin/clavulanic acid (1000/62.5 mg)"
"262",NA,NA,NA,NA,NA,NA,17262041,"Randomized trial of percutaneous central venous lines versus peripheral intravenous lines"
"263",0,"Resistance during f/u not included","",NA,NA,NA,17288699,"Role for 5-day, once-daily extended-release clarithromycin in acute bacterial exacerbation of chronic bronchitis"
"264",1,"","The recurrence of positive urine culture at days 7 and 15 was not affected by the randomization (P = 0.1). The profile of bacterial resistance was similar in the two groups.","0","3","15",17294169,"A randomized trial of catheter change and short course of antibiotics for asymptomatic bacteriuria in catheterized ICU patients"
"265",NA,NA,NA,NA,NA,NA,17297383,"A randomized, double-blind study comparing single-dose rifalazil with single-dose azithromycin for the empirical treatment of nongonococcal urethritis in men"
"266",0,"Resistance during f/u not included","",NA,NA,NA,17328728,"Clinical and bacteriological outcomes in hospitalised patients with community-acquired pneumonia treated with azithromycin plus ceftriaxone, or ceftriaxone plus clarithromycin or erythromycin: a prospective, randomised, multicentre study"
"267",0,"Resistance during f/u not included","",NA,NA,NA,17329271,"Duration of antimicrobial prophylaxis in patients undergoing hepatectomy: a prospective randomized controlled trial using flomoxef"
"268",0,"Participants (not bacterial infection)","",NA,NA,NA,17330681,"Levofloxacin treatment in patients with rheumatoid arthritis receiving methotrexate"
"269",NA,NA,NA,NA,NA,NA,17335692,"Antibacterial prophylaxis in patients with neutropenia"
"270",0,"Resistance during f/u not included","",NA,NA,NA,17354160,"Clinical and bacteriological outcome of different doses and duration of pivmecillinam compared with placebo therapy of uncomplicated lower urinary tract infection in women: the LUTIW project"
"271",NA,NA,NA,NA,NA,NA,17362810,"Moxifloxacin vs amoxicillin/clavulanate in the treatment of acute sinusitis"
"272",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,17366011,"High-dose ampicillin-sulbactam as an alternative treatment of late-onset VAP from multidrug-resistant Acinetobacter baumannii"
"273",NA,NA,NA,NA,NA,NA,17387118,"Oral decontamination for prevention of pneumonia in mechanically ventilated adults: Systematic review and meta-analysis"
"274",0,"Resistance during f/u not included","",NA,NA,NA,17391383,"Three vs. 10 days of amoxycillin-clavulanic acid for type 1 acute exacerbations of chronic obstructive pulmonary disease: a randomised, double-blind study"
"275",NA,NA,NA,NA,NA,NA,17408924,"Single-dose and multi-dose clindamycin therapy fails to demonstrate efficacy in preventing infectious and inflammatory complications in third molar surgery"
"276",NA,NA,NA,NA,NA,NA,17443506,"Prolonged antibiotics for purulent bronchiectasis in children and adults"
"277",1,"","There was also no significant increase in potential adverse effects associated with oral erythromycin treatment such as prolongation of QTc intervals, cardiac dysrhythmia, or emergence of a specific group of resistant organisms in the bowel flora.","","","",17484870,"High-dose oral erythromycin decreased the incidence of parenteral nutrition-associated cholestasis in preterm infants"
"278",0,"Resistance during f/u not included","",NA,NA,NA,17506001,"Early treatment of severe pancreatitis with imipenem: a prospective randomized clinical trial"
"279",0,"Resistance during f/u not included","Thirty‐three of 47 surgical‐site infections had a purulent discharge. Cultures were obtained from 33 of the 47 surgical sites. Pathogens were detected at 13 surgical sites. The bacteria isolated were Staphylococcus aureus (three in single‐dose schedule, two in multiple‐dose schedule), Enterococcus faecium (one in multiple‐dose schedule), Streptococcus spp. (one in multiple‐dose schedule), methicillin‐resistant Staphylococcus aureus (two in single‐dose schedule, one in multiple‐dose schedule), Escherichia coli (one in single‐dose schedule), Serratia marcescens (one in single‐dose schedule) and Enterobacter spp. (one in single‐dose schedule). There were no appreciable differences between groups in the resistance patterns of the isolates.","single dose","multiple dose (duration not specified)","6 weeks",17514671,"Randomized clinical trial of single- versus multiple-dose antimicrobial prophylaxis in gastric cancer surgery"
"280",NA,NA,NA,NA,NA,NA,17537866,"Gemifloxacin once daily for 5 days versus 7 days for the treatment of community-acquired pneumonia: a randomized, multicentre, double-blind study"
"281",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,17567657,"Comparison of oral amoxicillin and intravenous benzyl penicillin for community acquired pneumonia in children (PIVOT trial): a multicentre pragmatic randomised controlled equivalence trial"
"282",0,"Resistance during f/u not included","",NA,NA,NA,17587070,"Duration of antibiotic treatment in disseminated Lyme borreliosis: a double-blind, randomized, placebo-controlled, multicenter clinical study"
"283",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,17592288,"Effect of enteral nutrition and synbiotics on bacterial infection rates after pylorus-preserving pancreatoduodenectomy: a randomized, double-blind trial"
"284",0,"Resistance during f/u not included","",NA,NA,NA,17599102,"Short-term antibiotic prophylaxis in implant surgery: a comparison of three antibiotics"
"285",NA,NA,NA,NA,NA,NA,17636757,"Delayed antibiotics for respiratory infections"
"286",NA,NA,NA,NA,NA,NA,17638700,"Doxycycline versus azithromycin for treatment of leptospirosis and scrub typhus"
"287",NA,NA,NA,NA,NA,NA,17682094,"Phase 2 study of ceftaroline versus standard therapy in treatment of complicated skin and skin structure infections"
"288",NA,NA,NA,NA,NA,NA,17724497,"Dalbavancin: A review"
"289",NA,NA,NA,NA,NA,NA,17846141,"Randomized, double-blind, placebo-controlled trial of cephalexin for treatment of uncomplicated skin abscesses in a population at risk for community-acquired methicillin-resistant Staphylococcus aureus infection"
"290",1,"","In the eight patients with a postoperative infection, cultures of the drainage material from the site of the infection were performed. The same pathogens as those present in the cultures taken at the operation were found in four patients in the cultures taken at infection site and were represented in three cases by Staphylococcus and in one case by Klebsiella, whereas in the other four patients, no germs were recovered. None of these germs were resistant to the study drug.","3","5.7","28 days after completion",17846853,"A prospective, double-blind, multicenter, randomized trial comparing ertapenem 3 vs >or=5 days in community-acquired intraabdominal infection"
"291",NA,NA,NA,NA,NA,NA,17854593,"Primary Prophylaxis of Spontaneous Bacterial Peritonitis Delays Hepatorenal Syndrome and Improves Survival in Cirrhosis"
"292",0,"Resistance during f/u not included","",NA,NA,NA,17880755,"A trial of levofloxacin 750 mg once daily for 5 days versus ciprofloxacin 400 mg and/or 500 mg twice daily for 10 days in the treatment of acute pyelonephritis"
"293",NA,NA,NA,NA,NA,NA,17943796,"Antibiotics for acute pyelonephritis in children"
"294",NA,NA,NA,NA,NA,NA,17943827,"Prophylactic antibiotics to reduce morbidity and mortality in neonates with umbilical artery catheters"
"295",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18091545,"Randomized trial of combination versus monotherapy for the empiric treatment of suspected ventilator-associated pneumonia"
"296",0,"Resistance during f/u not included","",NA,NA,NA,18096708,"Use of procalcitonin to shorten antibiotic treatment duration in septic patients: a randomized trial"
"297",0,"Resistance during f/u not included","",NA,NA,NA,18186979,"Efficacy and safety of cefepime in late-onset ventilator-associated pneumonia in infants: a pilot randomized and controlled study"
"298",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18231720,"Moxifloxacin vs ampicillin/sulbactam in aspiration pneumonia and primary lung abscess"
"299",NA,NA,NA,NA,NA,NA,18234905,"Short-course antibiotic treatment in acute exacerbations of chronic bronchitis and COPD: A meta-analysis of double-blind studies"
"300",0,"Resistance during f/u not included","",NA,NA,NA,18242357,"A double-blind, randomized comparison of levofloxacin 750 mg once-daily for five days with ciprofloxacin 400/500 mg twice-daily for 10 days for the treatment of complicated urinary tract infections and acute pyelonephritis"
"301",NA,NA,NA,NA,NA,NA,18254094,"Prophylactic systemic antibiotics to reduce morbidity and mortality in neonates with central venous catheters"
"302",NA,NA,NA,NA,NA,NA,18318569,"Levofloxacin: A review of its use as a high-dose, short-course treatment for bacterial infection"
"303",0,"Resistance during f/u not included","",NA,NA,NA,18343748,"Efficacy and safety of azithromycin 1 g once daily for 3 days in the treatment of community-acquired pneumonia: an open-label randomised comparison with amoxicillin-clavulanate 875/125 mg twice daily for 7 days"
"304",NA,NA,NA,NA,NA,NA,18362380,"Fluoroquinolones compared with β-lactam antibiotics for the treatment of acute bacterial sinusitis: A meta-analysis of randomized controlled trials"
"305",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18379232,"Efficacy and safety of intravenous infusion of doripenem versus imipenem in ventilator-associated pneumonia: a multicenter, randomized study"
"306",NA,NA,NA,NA,NA,NA,18384913,"To review or not to review: that is the question"
"307",NA,NA,NA,NA,NA,NA,18401350,"Prophylactic antibiotics in the prevention of catheter-associated bloodstream bacterial infection in preterm neonates: A systematic review"
"308",0,"Resistance during f/u not included","",NA,NA,NA,18444817,"Timing of antibiotic prophylaxis for primary total knee arthroplasty performed during ischemia"
"309",0,"Resistance during f/u not included","",NA,NA,NA,18444850,"Effect of clarithromycin in patients with sepsis and ventilator-associated pneumonia"
"310",1,"","No significant difference was found in the rates of infection or colonization related to MDR bacteria diagnosed after random assignment","0","8","until ICU discharge or 28 days after random assignment if they were discharged from the ICU before.",18454864,"Antimicrobial treatment for ventilator-associated tracheobronchitis: a randomized, controlled, multicenter study"
"311",NA,NA,NA,NA,NA,NA,18462093,"Pneumonia caused by methicillin-resistant Staphylococcus aureus"
"312",NA,NA,NA,NA,NA,NA,18462354,"Antibiotic prophylaxis for transrectal prostate biopsy: A prospective randomized study of tosufloxacin versus levofloxacin"
"313",0,"Resistance during f/u not included","",NA,NA,NA,18463831,"[Antibiotic treatment of surgical intensive care patients: procalcitonin to guide duration of therapy]"
"314",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18473097,"A randomized trial of ceftriaxone versus trimethoprim-sulfamethoxazole to prevent ventriculoperitoneal shunt infection"
"315",NA,NA,NA,NA,NA,NA,18478129,"Preventive antibacterial therapy in acute ischemic stroke: A randomized controlled trial"
"316",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18484473,"Piperacillin/tazobactam plus amikacin versus carbapenem monotherapy as empirical treatment of febrile neutropenia in childhood hematological malignancies"
"317",NA,NA,NA,NA,NA,NA,18513453,"Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial"
"318",NA,NA,NA,NA,NA,NA,18549664,"Efficacy and safety of doripenem versus piperacillin/tazobactam in nosocomial pneumonia: A randomized, open-label, multicenter study"
"319",NA,NA,NA,NA,NA,NA,18555934,"Efficacy and tolerability of IV doripenem versus meropenem in adults with complicated intra-abdominal infection: A phase III, prospective, multicenter, randomized, double-blind, noninferiority study"
"320",NA,NA,NA,NA,NA,NA,18591346,"Prevention of ventilator-associated pneumonia by selective decontamination of the digestive tract"
"321",0,"Resistance during f/u not included","",NA,NA,NA,18635341,"Linezolid for the treatment of infections caused by Gram-positive pathogens in China"
"322",NA,NA,NA,NA,NA,NA,18646074,"Antibiotic duration for treating uncomplicated, symptomatic lower urinary tract infections in elderly women"
"323",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18661264,"Preoperative disinfection of the conjunctival sac with antibiotics and iodine compounds: a prospective randomized multicenter study"
"324",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18661495,"A prospective, randomized study comparing cefozopran with piperacillin-tazobactam plus ceftazidime as empirical therapy for febrile neutropenia in children with hematological disorders"
"325",1,"","No pathogen developed resistance toeither study treatment","4","8","7-14 days",18662172,"A pilot study of high-dose short duration daptomycin for the treatment of patients with complicated skin and skin structure infections caused by gram-positive bacteria"
"326",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18663500,"Clinical and microbiological efficacy of moxifloxacin versus amoxicillin/clavulanic acid in severe odontogenic abscesses: a pilot study"
"327",NA,NA,NA,NA,NA,NA,18674472,"Effectiveness and safety of short-course vs long-course antibiotic therapy for group A β-hemolytic streptococcal tonsillopharyngitis: A meta-analysis of randomized trials"
"328",NA,NA,NA,NA,NA,NA,18701270,"Once-weekly azithromycin in cystic fibrosis with chronic Pseudomonas aeruginosa infection"
"329",0,"Resistance during f/u not included","",NA,NA,NA,18719064,"Early microbiological response to linezolid vs vancomycin in ventilator-associated pneumonia due to methicillin-resistant Staphylococcus aureus"
