"","PMID","PUI","Title"
"271",30686699,NA,"Azithromycin and early allograft function after lung transplantation: A randomized, controlled trial"
"272",30670279,NA,"Vitamin A supplementation is effective for improving the clinical symptoms of urinary tract infections and reducing renal scarring in girls with acute pyelonephritis: a randomized, double-blind placebo-controlled, clinical trial study"
"273",30597021,NA,"Summary of the safety and tolerability of two treatment regimens of ceftaroline fosamil: 600 mg every 8 h versus 600 mg every 12 h"
"274",30578395,NA,"Fibroblast growth factor 21 predicts outcome in community-acquired pneumonia: secondary analysis of two randomised controlled trials"
"275",30558607,NA,"Optimising the antibiotic treatment of uncomplicated acute appendicitis: a protocol for a multicentre randomised clinical trial (APPAC II trial)"
"277",30518334,NA,"Oral fosfomycin versus ciprofloxacin in women with E.coli febrile urinary tract infection, a double-blind placebo-controlled randomized controlled non-inferiority trial (FORECAST)"
"278",30485501,NA,"Cosyntropin testing does not predict response to glucocorticoids in community-acquired pneumonia in a randomized controlled trial"
"279",30482392,NA,"Apremilast for moderate hidradenitis suppurativa: Results of a randomized controlled trial"
"280",30478001,NA,"Short- and long-term impacts of azithromycin treatment on the gut microbiota in children: A double-blind, randomized, placebo-controlled trial"
"281",30454001,NA,"A comparative study to evaluate the feasibility of preoperative percutaneous catheter drainage for the treatment of lumbar spinal tuberculosis with psoas abscess"
"282",30424796,NA,"Cost-effectiveness of procalcitonin testing to guide antibiotic treatment duration in critically ill patients: results from a randomised controlled multicentre trial in the Netherlands"
"283",30397355,NA,"A patient-level pooled analysis of treatment-shortening regimens for drug-susceptible pulmonary tuberculosis"
"284",30391919,NA,"A randomised placebo-controlled double-blind multicentre trial comparing antibiotic therapy with placebo in the treatment of uncomplicated acute appendicitis: APPAC III trial study protocol"
"285",30391914,NA,"Protocol for a randomised controlled trial of continuous infusions of vancomycin to improve the attainment of target vancomycin levels in young infants: The VANC trial"
"286",30382016,NA,"Adjunctive rifampicin to reduce early mortality from Staphylococcus aureus bacteraemia: the ARREST RCT"
"287",30362216,NA,"Prospective randomized comparative study of pigtail catheter drainage versus percutaneous needle aspiration in treatment of liver abscess"
"288",30360748,NA,"Levofloxacin Versus Ceftriaxone and Azithromycin Combination in the Treatment of Community Acquired Pneumonia in Hospitalized Patients"
"289",30343314,NA,"Safety and tolerability of a single administration of AR-301, a human monoclonal antibody, in ICU patients with severe pneumonia caused by Staphylococcus aureus: first-in-human trial"
"290",30307416,NA,"[Comparison of standard and fast track rehabilitation in patients with acute appendicitis. Intermediate results of multicenter prospective randomized trial]"
"291",30278428,NA,"Impact of the preoperative use of synbiotics in colorectal cancer patients: A prospective, randomized, double-blind, placebo-controlled study"
"292",30264119,NA,"Effect of Algorithm-Based Therapy vs Usual Care on Clinical Success and Serious Adverse Events in Patients with Staphylococcal Bacteremia: A Randomized Clinical Trial"
"293",30247316,NA,"A Randomized Study of Quantiferon CMV-directed Versus Fixed-duration Valganciclovir Prophylaxis to Reduce Late CMV After Lung Transplantation"
"294",30246747,NA,"Comparison of resorption rate of primary teeth treated with alternative lesion sterilization and tissue repair and conventional endodontic treatment: An in vivo randomized clinical trial"
"296",30208454,NA,"Effect of Piperacillin-Tazobactam vs Meropenem on 30-Day Mortality for Patients With E coli or Klebsiella pneumoniae Bloodstream Infection and Ceftriaxone Resistance: A Randomized Clinical Trial"
"297",30167830,NA,"Is there a place for indwelling transurethral catheterization in women with febrile urinary tract infection? A prospective randomized trial"
"298",30165823,NA,"Efficacy of Helicobacter pylori eradication regimens in Rwanda: a randomized controlled trial"
"299",30149135,NA,"Lactobacillus reuteri DSM 17938 in the prevention of antibiotic-associated diarrhoea in children: a randomized clinical trial"
"300",30126754,NA,"Abscess Incision and Drainage With or Without Ultrasonography: A Randomized Controlled Trial"
"301",30067931,NA,"Four Months of Rifampin or Nine Months of Isoniazid for Latent Tuberculosis in Adults"
"302",30061194,NA,"Clinical relevance of bacterial resistance in lower respiratory tract infection in primary care: secondary analysis of a multicentre European trial"
"303",30045346,NA,"Six versus 12 Months of Anti Tubercular Therapy in Patients With Biopsy Proven Spinal Tuberculosis: A Single Center, Open Labeled, Prospective Randomized Clinical Trial-A Pilot study"
"304",30029896,NA,"Twelve-dose weekly rifapentine plus isoniazid for latent tuberculosis infection: A multicentre randomised controlled trial in Taiwan"
"305",30018166,NA,"Qualitative Evaluation of a Complex Intervention to Improve Rheumatic Heart Disease Secondary Prophylaxis"
"306",29982534,NA,"Inulin-Type Fructan Supplementation of 3- to 6-Year-Old Children Is Associated with Higher Fecal Bifidobacterium Concentrations and Fewer Febrile Episodes Requiring Medical Attention"
"307",29948994,NA,"Comparative study of tinidazole versus metronidazole in treatment of amebic liver abscess: A randomized control trial"
"308",29935863,NA,"Rifaximin versus metronidazole in management of acute episode of hepatic encephalopathy: An open labeled randomized clinical trial"
"309",29933868,NA,"Comparative study of effect of Withania somnifera as an adjuvant to DOTS in patients of newly diagnosed sputum smear positive pulmonary tuberculosis"
"310",29803638,NA,"Comparative efficacy and safety analysis of CSE-1034: An open labeled phase III study in community acquired pneumonia"
"311",29781787,NA,"Evaluating the Duration of Prophylactic Post-Operative Antibiotic Agents after Open Reduction Internal Fixation for Closed Fractures"
"313",29684391,NA,"A Randomized Controlled Trial of Preoperative Prophylactic Antibiotics Prior to Percutaneous Nephrolithotomy in a Low Infectious Risk Population: A Report from the EDGE Consortium"
"314",29663044,NA,"Procalcitonin algorithm to guide initial antibiotic therapy in acute exacerbations of COPD admitted to the ICU: a randomized multicenter study"
"315",29632995,NA,"Efficacy and safety of trimodulin, a novel polyclonal antibody preparation, in patients with severe community-acquired pneumonia: a randomized, placebo-controlled, double-blind, multicenter, phase II trial (CIGMA study)"
"316",29613975,NA,"Antibiotic Overuse in Premature Low Birth Weight Infants in a Developing Country"
"317",29605498,NA,"Delayed versus standard assessment for excision surgery in patients with Buruli ulcer in Benin: a randomised controlled trial"
"318",29529618,NA,"The John N. Insall Award: Higher Tissue Concentrations of Vancomycin Achieved With Intraosseous Regional Prophylaxis in Revision TKA: A Randomized Controlled Trial"
"319",29505880,NA,"Comparison of phenoxymethylpenicillin, amoxicillin, and doxycycline for erythema migrans in general practice. A randomized controlled trial with a 1-year follow-up"
"320",29500209,NA,"7-day compared with 10-day antibiotic treatment for febrile urinary tract infections in children: protocol of a randomised controlled trial"
"321",29484469,NA,"Short-course antibiotic therapy for critically ill patients treated for postoperative intra-abdominal infection: the DURAPOP randomised clinical trial"
"322",29453872,NA,"Effect of Dermatology Consultation on Outcomes for Patients With Presumed Cellulitis: A Randomized Clinical Trial"
"324",29450988,NA,"Salso-bromo-iodine thermal water: a nonpharmacological alternative treatment for postnasal drip-related cough in children with upper respiratory tract infections"
"325",29406465,NA,"Randomized Multicenter Study Comparing Safety and Efficacy of Daptomycin Versus Standard-of-care in Pediatric Patients With Staphylococcal Bacteremia"
"326",29358292,NA,"Single Intravenous Dose of Oritavancin for Treatment of Acute Skin and Skin Structure Infections Caused by Gram-Positive Bacteria: Summary of Safety Analysis from the Phase 3 SOLO Studies"
"327",29349980,NA,"[Clinical analysis on arthroscopic debridement for the treatment of early infection after total knee replacement]"
"328",29343012,NA,"[The effectiveness of individualized treatment regimen on smear-positive retreatment pulmonary tuberculosis with mono- and poly-drug resistance]"
"329",29339395,NA,"Explorative Randomized Phase II Clinical Study of the Efficacy and Safety of Finafloxacin versus Ciprofloxacin for Treatment of Complicated Urinary Tract Infections"
"330",29271026,NA,"Vonoprazan- vs proton-pump inhibitor-based first-line 7-day triple therapy for clarithromycin-susceptible Helicobacter pylori: A multicenter, prospective, randomized trial"
"331",29259310,NA,"Clinical and Immunological Effects of rhIL-2 Therapy in Eastern Chinese Patients with Multidrug-resistant Tuberculosis"
"332",29224209,NA,"SIRCLE: a randomised controlled cost comparison of self-administered short-course isoniazid and rifapentine for cost-effective latent tuberculosis eradication"
"333",29132478,NA,"Treatment for Symptomatic Bacterial Vaginosis: ARandomized Controlled Trial"
"334",29112565,NA,"A Randomized Control Trial of Preoperative Oral Antibiotics as Adjunct Therapy to Systemic Antibiotics for Preventing Surgical Site Infection in Clean Contaminated, Contaminated, and Dirty Type of Colorectal Surgeries"
"335",29055287,NA,"Efficacy and Tolerability of High-dose Pelargonium Extract in Patients With the Common Cold"
"336",28991759,NA,"The Importance of Perioperative Prophylaxis with Cefuroxime or Ceftriaxone in the Surgical Site Infections Prevention after Cranial and Spinal Neurosurgical Procedures"
"337",28961980,NA,"A randomized controlled trial of probiotics for Clostridium difficile infection in adults (PICO)"
"338",28931344,NA,"A randomized controlled trial comparing antimicrobial (silver sulfadiazine)-coated ureteral stents with non-coated stents"
"339",28925502,NA,"Randomized clinical trial of antibiotic therapy for uncomplicated appendicitis"
"340",28902012,NA,"Comparison of Oral Voriconazole Versus Oral Ketoconazole as an Adjunct to Topical Natamycin in Severe Fungal Keratitis: A Randomized Controlled Trial"
"341",28886751,NA,"Uva-ursi extract and ibuprofen as alternative treatments of adult female urinary tract infection (ATAFUTI): study protocol for a randomised controlled trial"
"342",28844213,NA,"Effects of rhubarb (Rheum ribes L.) syrup on dysenteric diarrhea in children: a randomized, double-blind, placebo-controlled trial"
"343",28835268,NA,"Perioperative antibiotic prophylaxis in the treatment of acute cholecystitis (PEANUTS II trial): study protocol for a randomized controlled trial"
"344",28829884,NA,"Effect of Oral Prednisolone on Symptom Duration and Severity in Nonasthmatic Adults With Acute Lower Respiratory Tract Infection: A Randomized Clinical Trial"
"345",28826825,NA,"Effect of hydroxychloroquine on treatment and recurrence of acute brucellosis: a single-blind, randomized clinical trial"
"346",28817744,NA,"Predictors of Corneal Perforation or Need for Therapeutic Keratoplasty in Severe Fungal Keratitis: A Secondary Analysis of the Mycotic Ulcer Treatment Trial II"
"347",28732822,NA,"Atypical coverage in community-acquired pneumonia after outpatient beta-lactam monotherapy"
"348",28722569,NA,"Mass Azithromycin and Malaria Parasitemia in Niger: Results from a Community-Randomized Trial"
"349",28711318,NA,"Procalcitonin-guided decision making for duration of antibiotic therapy in neonates with suspected early-onset sepsis: a multicentre, randomised controlled trial (NeoPIns)"
"350",28710229,NA,"PIRATE project: point-of-care, informatics-based randomised controlled trial for decreasing overuse of antibiotic therapy in Gram-negative bacteraemia"
"351",28684643,NA,"Clarithromycin Plus Intravenous Immunoglobulin Therapy Can Reduce the Relapse Rate of Kawasaki Disease: A Phase 2, Open-Label, Randomized Control Study"
"352",28674113,NA,"Probiotics and Child Care Absence Due to Infections: A Randomized Controlled Trial"
"353",28666965,NA,"Individualizing duration of antibiotic therapy in community-acquired pneumonia"
"354",28634972,NA,"Predictors of re-exacerbation after an index exacerbation of chronic obstructive pulmonary disease in the REDUCE randomised clinical trial"
"355",28624819,NA,"A Randomized Trial of Antimicrobial Prophylaxis in Patients Undergoing Medical Thoracoscopy (APT)"
"356",28592581,NA,"The STOP-AB trial protocol: efficacy and safety of discontinuing patient antibiotic treatment when physicians no longer consider it necessary"
"357",28592037,NA,"[A prospective control study of Saccharomyces boulardii in prevention of antibiotic-associated diarrhea in the older inpatients]"
"358",28559516,NA,"Cholecalciferol for prophylaxis against antituberculosis therapy-induced liver disorders among naïve patients with pulmonary tuberculosis: A randomized, comparative study"
"359",28552257,NA,"[Allergic bronchopulmonary aspergillosis: Evaluation of a maintenance therapy with nebulized Ambisome(®)]"
"360",28538361,NA,"Characteristics of and risk factors for severe neurological deficit in patients with pyogenic vertebral osteomyelitis: A case-control study"
"361",28525984,NA,"Study protocol: evaluation of the probiotic Lactobacillus Fermentum CECT5716 for the prevention of mastitis in breastfeeding women: a randomised controlled trial"
"362",28485312,NA,"Pharmacokinetic and Pharmacodynamic Efficacies of Continuous versus Intermittent Administration of Meropenem in Patients with Severe Sepsis and Septic Shock: A Prospective Randomized Pilot Study"
"363",28459407,NA,"[Effect of bronchoalveolar lavage with fiberoptic bronchoscopy combined with vibration sputum drainage on mechanically ventilated patients with severe pneumonia: a prospective randomized controlled trial in 286 patients]"
"364",28418482,NA,"Effect of Oral Dexamethasone Without Immediate Antibiotics vs Placebo on Acute Sore Throat in Adults: A Randomized Clinical Trial"
"366",28395844,NA,"Effect of co-trimoxazole on mortality in HIV-exposed but uninfected children in Botswana (the Mpepu Study): a double-blind, randomised, placebo-controlled trial"
"367",28392237,NA,"Routine molecular point-of-care testing for respiratory viruses in adults presenting to hospital with acute respiratory illness (ResPOC): a pragmatic, open-label, randomised controlled trial"
"368",28376440,NA,"Disease Course of Lower Respiratory Tract Infection With a Bacterial Cause"
"369",28375803,NA,"Routine Use of Prophylactic Antibiotics during Laparoscopic Cholecystectomy Does Not Reduce the Risk of Surgical Site Infections"
"370",28366170,NA,"Treatment duration of febrile urinary tract infection: a pragmatic randomized, double-blind, placebo-controlled non-inferiority trial in men and women"
"371",28317676,NA,"Effect of the administration period of perioperative topical levofloxacin on normal conjunctival bacterial flora"
"373",28274246,NA,"Decreased cytokine production by mononuclear cells after severe gram-negative infections: early clinical signs and association with final outcome"
"374",28178058,NA,"Risk Factors for Postcesarean Maternal Infection in a Trial of Extended-Spectrum Antibiotic Prophylaxis"
"375",28162873,NA,"Comparison of loop and primary incision & drainage techniques in adult patients with cutaneous abscess: A preliminary, randomized clinical trial"
"376",28161927,NA,"Optimal Duration for the Use of 0.5% LevofloxacinEye Drops Before Vitreoretinal Surgery"
"377",28131677,NA,"A randomized clinical trial to evaluate the usefulness of amniotic membrane transplantation in bacterial keratitis healing"
"378",28114979,NA,"Impact of the duration of antibiotics on clinical events in patients with Pseudomonas aeruginosa ventilator-associated pneumonia: study protocol for a randomized controlled study"
"379",28097633,NA,"Meropenem Dosing Based on a Population Pharmacokinetic-Pharmacodynamic Model in Elderly Patients with Infection of the Lower Respiratory Tract"
"380",28077587,NA,"Malaria Parasitemia and Parasite Density in Antiretroviral-Treated HIV-Infected Adults Following Discontinuation of Cotrimoxazole Prophylaxis"
"381",28057659,NA,"Lactobacillus reuteri DSM 17938 in the prevention of antibiotic-associated diarrhoea in children: protocol of a randomised controlled trial"
"382",28002709,NA,"Shortened Antimicrobial Treatment for Acute Otitis Media in Young Children"
"383",27987397,NA,"Prophylactic versus clinically-driven antibiotics in comatose survivors of out-of-hospital cardiac arrest-A randomized pilot study"
"384",27974169,NA,"Antibiotics-First Versus Surgery for Appendicitis: A US Pilot Randomized Controlled Trial Allowing Outpatient Antibiotic Management"
"385",27956455,NA,"A Cluster-Randomized Trial to Assess the Efficacy of Targeting Trachoma Treatment to Children"
"386",27933401,NA,"Improvement of abnormal vaginal flora in Ugandan women by self-testing and short use of intravaginal antimicrobials"
"387",27918382,NA,"Conventional Versus Prolonged Infusion of Meropenem in Neonates With Gram-negative Late-onset Sepsis: A Randomized Controlled Trial"
"389",27898166,NA,"Neither 10- nor 14-Day Sequential Treatment is better than Standard Triple Therapy for Helicobacter Pylori Eradication"
"390",27896620,NA,"Antimicrobial activity of topical agents against Propionibacterium acnes: an in vitro study of clinical isolates from a hospital in Shanghai, China"
"391",27893820,NA,"Azithromycin vs. Placebo for the Clinical Outcome in Campylobacter concisus Diarrhoea in Adults: A Randomized, Double-Blinded, Placebo-Controlled Clinical Trial"
"392",27884765,NA,"Efficacy of Clarithromycin-Naproxen-Oseltamivir Combination in the Treatment of Patients Hospitalized for Influenza A(H3N2) Infection: An Open-label Randomized, Controlled, Phase IIb/III Trial"
"393",27816060,NA,"Septic shock with no diagnosis at 24 hours: a pragmatic multicenter prospective cohort study"
"394",27810126,NA,"Randomized controlled trial of juzen-taiho-to in children with recurrent acute otitis media"
"395",27789268,NA,"Prevalence of Surgical Site Infections Following Orthognathic Surgery: A Double-Blind, Randomized Controlled Trial on a 3-Day Versus 1-Day Postoperative Antibiotic Regimen"
"396",27759623,NA,"Duration of Antimicrobial Prophylaxis in Patients Undergoing Major Hepatectomy With Extrahepatic Bile Duct Resection: A Randomized Controlled Trial"
"397",27733519,NA,"Efficacy and safety of 3 day versus 7 day cefditoren pivoxil regimens for acute uncomplicated cystitis: multicentre, randomized, open-label trial"
"398",27670577,NA,"Patients with Risk Factors for Complications Do Not Require Longer Antimicrobial Therapy for Complicated Intra-Abdominal Infection"
"400",27614658,NA,"Benefit of adjunct corticosteroids for community-acquired pneumonia in diabetic patients"
"401",27524103,NA,"Short- versus long-duration levofloxacin plus rifampicin for acute staphylococcal prosthetic joint infection managed with implant retention: a randomised clinical trial"
"402",27492064,NA,"Unblinded randomized control trial on prophylactic antibiotic use in gustilo II open tibia fractures at Kenyatta National Hospital, Kenya"
"403",27471201,NA,"Pathogen- and antibiotic-specific effects of prednisone in community-acquired pneumonia"
"404",27460108,NA,"Standardised Chinese herbal treatment delivered by GPs compared with individualised treatment administered by practitioners of Chinese herbal medicine for women with recurrent urinary tract infections (RUTI): study protocol for a randomised controlled trial"
"405",27455166,NA,"Duration of Antibiotic Treatment in Community-Acquired Pneumonia: A Multicenter Randomized Clinical Trial"
"406",27422026,NA,"Effectiveness of biomarker-based exclusion of ventilator-acquired pneumonia to reduce antibiotic use (VAPrapid-2): study protocol for a randomised controlled trial"
"407",27382274,NA,"Point-of-care procalcitonin test to reduce antibiotic exposure in patients hospitalized with acute exacerbation of COPD"
"408",27329780,NA,"Effect of pretreatment with antifungal agents on clinical outcomes in fungal keratitis"
"409",27314247,NA,"Effect of oral cranberry extract (standardized proanthocyanidin-A) in patients with recurrent UTI by pathogenic E. coli: a randomized placebo-controlled clinical research study"
"410",27313268,NA,"Ceftazidime-avibactam Versus Doripenem for the Treatment of Complicated Urinary Tract Infections, Including Acute Pyelonephritis: RECAPTURE, a Phase 3 Randomized Trial Program"
"411",27296126,NA,"[Surgical Site Infections after Open Appendectomy and Effectiveness of Complex Approach to Their Prevention]"
"412",27281233,NA,"Vacuum Sealing Drainage Treatment Combined with Antibiotic-Impregnated Bone Cement for Treatment of Soft Tissue Defects and Infection"
"413",27267549,NA,"Is preoperative distinction between complicated and uncomplicated acute appendicitis feasible without imaging?"
"414",27240198,NA,"Outcome of pleurodesis using different agents in management prolonged air leakage following lung resection"
"415",27238057,NA,"Idebenone reduces respiratory complications in patients with Duchenne muscular dystrophy"
"416",27234409,NA,"Randomized Control Trial of Human Recombinant Lactoferrin: A Substudy Reveals Effects on the Fecal Microbiome of Very Low Birth Weight Infants"
"417",27156189,NA,"The effect of azithromycin on the immunogenicity of oral poliovirus vaccine: a double-blind randomised placebo-controlled trial in seronegative Indian infants"
"418",27118539,NA,"Procalcitonin-guided protocol is not useful to manage antibiotic therapy in febrile neutropenia: a randomized controlled trial"
"419",27106640,NA,"Are Prophylactic Postoperative Antibiotics Necessary for Immediate Breast Reconstruction? Results of a Prospective Randomized Clinical Trial"
"420",27093162,NA,"A Randomized, Prospective Study of Pediatric Patients With Community-acquired Pneumonia Treated With Ceftaroline Versus Ceftriaxone"
"421",27086734,NA,"A randomized, comparative study of dual therapy (doxycycline-rifampin) versus triple therapy (doxycycline-rifampin-levofloxacin) for treating acute/subacute brucellosis"
"422",27078119,NA,"A Multicenter, Randomized, Observer-blinded, Active-controlled Study Evaluating the Safety and Effectiveness of Ceftaroline Compared With Ceftriaxone Plus Vancomycin in Pediatric Patients With Complicated Community-acquired Bacterial Pneumonia"
"423",27062334,NA,"Prospective open-label randomized comparative, non-inferiority study of two initial antibiotic strategies for patients with nursing- and healthcare-associated pneumonia: Guideline-concordant therapy versus empiric therapy"
"424",27052266,NA,"A prospective cohort study of latent tuberculosis in adult close contacts of active pulmonary tuberculosis patients in Korea"
"425",27044796,NA,"Alternating Mupirocin/Gentamicin is Associated with Increased Risk of Fungal Peritonitis as Compared with Gentamicin Alone - Results of a Randomized Open-Label Controlled Trial"
"426",27029920,NA,"CAMERA2 - combination antibiotic therapy for methicillin-resistant Staphylococcus aureus infection: study protocol for a randomised controlled trial"
"427",27027416,NA,"Obesity Is Not Associated with Antimicrobial Treatment Failure for Intra-Abdominal Infection"
"428",26999985,NA,"Effect of Steroid Prophylaxis on Nerve Function Impairment in Multi-bacillary Leprosy Patients on MDT-MB"
"429",26979068,NA,"Clinical efficiency of Helicobacter pylori eradication in the treatment of patients with acute central serous chorioretinopathy"
"430",26968881,NA,"Metronidazole in conjunction with penicillin neither prevents recurrence nor enhances recovery from peritonsillar abscess when compared with penicillin alone: a prospective, double-blind, randomized, placebo-controlled trial"
"431",26953758,NA,"Percutaneously drained intra-abdominal infections do not require longer duration of antimicrobial therapy"
"432",26947523,NA,"Efficacy and safety of procalcitonin guidance in reducing the duration of antibiotic treatment in critically ill patients: a randomised, controlled, open-label trial"
"433",26945767,NA,"Efficacy of postoperative antibiotic injection in and around ventriculoperitoneal shunt in reduction of shunt infection: A randomized controlled trial"
"434",26920994,NA,"Patients with Complicated Intra-Abdominal Infection Presenting with Sepsis Do Not Require Longer Duration of Antimicrobial Therapy"
"435",26899745,NA,"Similar rebleeding rate in 3-day and 7-day intravenous ceftriaxone prophylaxis for patients with acute variceal bleeding"
"436",26847071,NA,"Role of oral Minocycline in acute encephalitis syndrome in India - a randomized controlled trial"
"437",26782632,NA,"Long-Term Carriage of Ciprofloxacin-Resistant Escherichia coli Isolates in High-Risk Nursing Home Residents"
"438",26732807,NA,"Syndrome Evaluation System (SES) versus Blood Culture (BACTEC) in the Diagnosis and Management of Neonatal Sepsis--A Randomized Controlled Trial"
"439",26719947,NA,"Prescription Strategies in Acute Uncomplicated Respiratory Infections: A Randomized Clinical Trial"
"440",26704020,NA,"Azithromycin for episodes with asthma-like symptoms in young children aged 1-3 years: a randomised, double-blind, placebo-controlled trial"
"441",26695667,NA,"[Value of serum procalcitonin for the guidance of antibiotic therapy in children with lower respiratory tract infection]"
"442",26637580,NA,"Long-term postoperative azithromycin in patients with chronic rhinosinusitis: A randomized clinical trial"
"443",26612093,NA,"A clinical evaluation of efficacy and safety of cefepime monotherapy versus piperacillin-tazobactam in patients of paediatric age group with febrile neutropenia in a tertiary care centre of north India"
"444",26596974,NA,"Efficacy and safety of micafungin versus intravenous itraconazole as empirical antifungal therapy for febrile neutropenic patients with hematological malignancies: a randomized, controlled, prospective, multicenter study"
"445",26564381,NA,"Immediate delivery compared with expectant management after preterm pre-labour rupture of the membranes close to term (PPROMT trial): a randomised controlled trial"
"446",26526926,NA,"Short-Course Treatment Regimen of Indian Visceral Leishmaniasis with an Indian Liposomal Amphotericin B Preparation (Fungisome™)"
"447",26496648,NA,"Effectiveness Study of Paromomycin IM Injection (PMIM) for the Treatment of Visceral Leishmaniasis (VL) in Bangladesh"
"448",26474861,NA,"Continuous versus intermittent piperacillin/tazobactam infusion in infection due to or suspected pseudomonas aeruginosa"
"449",26397376,NA,"Do Polymicrobial Intra-Abdominal Infections Have Worse Outcomes than Monomicrobial Intra-Abdominal Infections?"
"450",26373406,NA,"The CHICO (Children's Cough) Trial protocol: a feasibility randomised controlled trial investigating the clinical and cost-effectiveness of a complex intervention to improve the management of children presenting to primary care with acute respiratory tract infection"
"451",26349552,NA,"Combination of Vancomycin and β-Lactam Therapy for Methicillin-Resistant Staphylococcus aureus Bacteremia: A Pilot Multicenter Randomized Controlled Trial"
"452",26288467,NA,"Comparative evaluation of 2 g single dose versus conventional dose azithromycin in uncomplicated skin and skin structure infections"
"453",26272324,NA,"Can an antimicrobial stewardship program reduce length of stay of immune-competent adult patients admitted to hospital with diagnosis of community-acquired pneumonia? Study protocol for pragmatic controlled non-randomized clinical study"
"454",26270469,NA,"Efficacy of sodium hypochlorite (bleach) baths to reduce Staphylococcus aureus colonization in childhood onset moderate-to-severe eczema: A randomized, placebo-controlled cross-over trial"
"455",26269563,NA,"DNA Methylation Predicts Progression of Human Gastric Lesions"
"456",26260354,NA,"Saccharomyces boulardii and bismuth subsalicylate as low-cost interventions to reduce the duration and severity of cholera"
"457",26248828,NA,"Can We Stop Antibiotic Therapy When Signs and Symptoms Have Resolved in Diabetic Foot Infection Patients?"
"458",26200166,NA,"A Multicenter Randomized Trial of Continuous versus Intermittent β-Lactam Infusion in Severe Sepsis"
"459",26197846,NA,"Randomized Trial of Rapid Multiplex Polymerase Chain Reaction-Based Blood Culture Identification and Susceptibility Testing"
"460",26141467,NA,"Saline vs Tissue Plasminogen Activator Irrigations after Drain Placement for Appendicitis-Associated Abscess: A Prospective Randomized Trial"
"461",26140500,NA,"A preliminary randomized trial of the mechanical insufflator-exsufflator versus breath-stacking technique in patients with amyotrophic lateral sclerosis"
"462",26085531,NA,"Appropriateness of Twenty-four-Hour Antibiotic Prophylaxis After Spinal Surgery in Which a Drain Is Utilized: A Prospective Randomized Study"
"463",26038960,NA,"Using a single tablet daily to treat latent tuberculosis infection in Brazil: bioequivalence of two different isoniazid formulations (300 mg and 100 mg) demonstrated by a sensitive and rapid high-performance liquid chromatography-tandem mass spectrometry method in a randomised, crossover study"
"464",26031908,NA,"Bifidobacterium animalis subsp. lactis in prevention of common infections in healthy children attending day care centers - Randomized, double blind, placebo-controlled study"
"466",25992746,NA,"Trial of short-course antimicrobial therapy for intraabdominal infection"
"467",25970116,NA,"Pentoxifylline therapy for late-onset sepsis in preterm infants: a randomized controlled trial"
"468",25969531,NA,"Intermittent Directly Observed Therapy for Abdominal Tuberculosis: A Multicenter Randomized Controlled Trial Comparing 6 Months Versus 9 Months of Therapy"
"469",25959848,NA,"Improved sepsis bundles in the treatment of septic shock: a prospective clinical study"
"470",25934044,NA,"Procalcitonin and pyuria-based algorithm reduces antibiotic use in urinary tract infections: a randomized controlled trial"
"471",25926507,NA,"Effect of Lactobacillus paracasei subsp. paracasei, L. casei 431 on immune response to influenza vaccination and upper respiratory tract infections in healthy adult volunteers: a randomized, double-blind, placebo-controlled, parallel-group study"
"472",25912854,NA,"Antibiotic Treatment and Surgery for Acute Hematogenous Calcaneal Osteomyelitis of Childhood"
"473",25910632,NA,"Serum Procalcitonin Measurement and Viral Testing to Guide Antibiotic Use for Respiratory Infections in Hospitalized Adults: A Randomized Controlled Trial"
"474",25903783,NA,"Bacteremia Antibiotic Length Actually Needed for Clinical Effectiveness (BALANCE): study protocol for a pilot randomized controlled trial"
"475",25888180,NA,"A cluster randomized trial for the implementation of an antibiotic checklist based on validated quality indicators: the AB-checklist"
"476",25887140,NA,"The INCA trial (Impact of NOD2 genotype-guided antibiotic prevention on survival in patients with liver Cirrhosis and Ascites): study protocol for a randomized controlled trial"
"477",25885677,NA,"Can oral corticosteroids reduce the severity or duration of an acute cough, and the associated National Health Service and societal costs, in adults presenting to primary care? Study protocol for a randomised controlled trial"
"478",25851059,NA,"Efficacy of 1% acetic acid in the treatment of chronic wounds infected with Pseudomonas aeruginosa: prospective randomised controlled clinical trial"
"479",25835116,NA,"The efficacy and the immunomodulatory effect of rifaximin in prophylaxis of spontaneous bacterial peritonitis in cirrhotic Egyptian patients"
"480",25803626,NA,"Perioperative synbiotics decrease postoperative complications in periampullary neoplasms: a randomized, double-blind clinical trial"
"481",25801708,NA,"A Triple and Quadruple Therapy with Doxycycline and Bismuth for First-Line Treatment of Helicobacter pylori Infection: A Pilot Study"
"482",25775048,NA,"A targeted infection prevention intervention in nursing home residents with indwelling devices: a randomized clinical trial"
"483",25764956,NA,"Comparative study of two antimicrobial dressings in infected leg ulcers: a pilot study"
"484",25760346,NA,"Antibiotic treatment of severe exacerbations of chronic obstructive pulmonary disease with procalcitonin: a randomized noninferiority trial"
"485",25733653,NA,"Bifidobacterium animalis subsp. lactis fails to prevent common infections in hospitalized children: a randomized, double-blind, placebo-controlled study"
"486",25733331,NA,"Perioperative Lung Protection Provided by High-Dose Ambroxol in Patients with Lung Cancer"
"487",25681965,NA,"Evaluation of duration of antibiotic therapy in neonatal bacterial meningitis: a randomized controlled trial"
"488",25675650,NA,"Results from the clinical trial of uniform multidrug therapy for leprosy patients in Brazil (U-MDT/CT-BR): decrease in bacteriological index"
