study_no,PMID,title,country,setting,study_type,abx_tx_site,colonisation_site,abx_type,abx_route,resistance_type,bacteria_reported,cluster_rand,n_cluster,abx_dur,n_ind_contributedsamples,n_sample,time_baseline_endoffu,los,n_ind_outcome,n_possample_outcome,comments,,,,,,,
7,15356779,"A prospective, randomized trial of 3 or 14 days of ciprofloxacin treatment for acute urinary tract infection in patients with spinal cord injury",Canada,Outpatient,Treatment for infection,Urinary tract,Urine,Ciprofloxacin,Oral,Fluoroquinolone,Gram negatives,0,NA,3,30,30,42,NA,8,8,"Eight patients (27%) who received treatment for 3 days and 5 patients (17%) who received treatment for 14 days became colonized with a new ciprofloxacin-resistant organism in the urinary tract, on a mucosal surface, or in both locations. These resistant s",,,,,,,
7,15356779,"A prospective, randomized trial of 3 or 14 days of ciprofloxacin treatment for acute urinary tract infection in patients with spinal cord injury",Canada,Outpatient,Treatment for infection,Urinary tract,Urine,Ciprofloxacin,Oral,Fluoroquinolone,Gram negatives,0,NA,14,30,30,42,NA,5,5,But did not specify the groups,,,,,,,
8,28002709,Shortened Antimicrobial Treatment for Acute Otitis Media in Young Children,USA,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Penicillin,Pneumococcus,0,NA,0,514,514,1,NA,85,85,,,,,,,,
8,28002709,Shortened Antimicrobial Treatment for Acute Otitis Media in Young Children,USA,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Beta-lactamase producing,H influenzae,0,NA,0,514,514,1,NA,55,55,,,,,,,,
8,28002709,Shortened Antimicrobial Treatment for Acute Otitis Media in Young Children,USA,Outpatient,Treatment for infection,Inner ear,Respiratory tract,Amox-clav,Oral,Penicillin,Pneumococcus,0,NA,5,222,222,14,NA,26,26,"Only included carriage data at the end-of treatment assessment and not after because did not define when the final visits were for the patients (""typically following year September"")",,,,,,,
8,28002709,Shortened Antimicrobial Treatment for Acute Otitis Media in Young Children,USA,Outpatient,Treatment for infection,Inner ear,Respiratory tract,Amox-clav,Oral,Beta-lactamase producing,H influenzae,0,NA,5,222,222,14,NA,28,28,,,,,,,,
8,28002709,Shortened Antimicrobial Treatment for Acute Otitis Media in Young Children,USA,Outpatient,Treatment for infection,Inner ear,Respiratory tract,Amox-clav,Oral,Penicillin,Pneumococcus,0,NA,10,233,233,14,NA,23,23,,,,,,,,
8,28002709,Shortened Antimicrobial Treatment for Acute Otitis Media in Young Children,USA,Outpatient,Treatment for infection,Inner ear,Respiratory tract,Amox-clav,Oral,Beta-lactamase producing,H influenzae,0,NA,10,233,233,14,NA,38,38,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Ceftazidime ,Pseudomonas,1,2,0,868,868,1,NA,2,2,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Ciprofloxacin,Pseudomonas,1,2,0,868,868,1,NA,1,1,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Imipenem,Pseudomonas,1,2,0,868,868,1,NA,0,0,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Polymyxin,Pseudomonas,1,2,0,868,868,1,NA,0,0,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Tobramycin,Pseudomonas,1,2,0,868,868,1,NA,2,2,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Ceftazidime ,Gram negatives,1,2,0,868,868,1,NA,5,5,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Ciprofloxacin,Gram negatives,1,2,0,868,868,1,NA,28,28,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Imipenem,Gram negatives,1,2,0,868,868,1,NA,2,2,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Polymyxin,Gram negatives,1,2,0,868,868,1,NA,0,0,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Tobramycin,Gram negatives,1,2,0,868,868,1,NA,45,45,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Vancomycin,Enterococcus,1,2,0,868,868,1,NA,10,10,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Meticillin,Staph aureus,1,2,0,868,868,1,NA,0,0,"Colonisation with resistant bacteria from sputum, throat, rectum, axilla, and wounds was assessed at the time of ICU admission, once weekly during the stay, at discharge from the ICU, and, if possible, at 7 days after ICU discharge.",,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Ceftazidime ,Pseudomonas,1,2,0,395,Not reported,15.5,NA,12,Not reported,Median ICU length of stay was 6·8 days (IQR 3·7–12·8) in the SDD group compared with 8·5 days (4·8–15·7) in the control group (p<0·0001).,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Ciprofloxacin,Pseudomonas,1,2,0,395,Not reported,15.5,NA,13,Not reported,Hence use 13.8 days for SDD and 15.5 for control,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Imipenem,Pseudomonas,1,2,0,395,Not reported,15.5,NA,16,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Polymyxin,Pseudomonas,1,2,0,395,Not reported,15.5,NA,0,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Tobramycin,Pseudomonas,1,2,0,395,Not reported,15.5,NA,13,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Ceftazidime ,Gram negatives,1,2,0,395,Not reported,15.5,NA,9,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Ciprofloxacin,Gram negatives,1,2,0,395,Not reported,15.5,NA,31,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Imipenem,Gram negatives,1,2,0,395,Not reported,15.5,NA,10,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Polymyxin,Gram negatives,1,2,0,395,Not reported,15.5,NA,2,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Tobramycin,Gram negatives,1,2,0,395,Not reported,15.5,NA,47,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Vancomycin,Enterococcus,1,2,0,395,Not reported,15.5,NA,5,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,NA,NA,Meticillin,Staph aureus,1,2,0,395,Not reported,15.5,NA,0,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Ceftazidime ,Pseudomonas,1,2,4,378,Not reported,13.8,NA,2,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Ciprofloxacin,Pseudomonas,1,2,4,378,Not reported,13.8,NA,1,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Imipenem,Pseudomonas,1,2,4,378,Not reported,13.8,NA,1,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Polymyxin,Pseudomonas,1,2,4,378,Not reported,13.8,NA,1,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Tobramycin,Pseudomonas,1,2,4,378,Not reported,13.8,NA,13,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Ceftazidime ,Gram negatives,1,2,4,378,Not reported,13.8,NA,7,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Ciprofloxacin,Gram negatives,1,2,4,378,Not reported,13.8,NA,9,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Imipenem,Gram negatives,1,2,4,378,Not reported,13.8,NA,1,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Polymyxin,Gram negatives,1,2,4,378,Not reported,13.8,NA,3,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Tobramycin,Gram negatives,1,2,4,378,Not reported,13.8,NA,20,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Vancomycin,Enterococcus,1,2,4,378,Not reported,13.8,NA,4,Not reported,,,,,,,,
9,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,Netherlands,ICU,SDD,Gut,Gut and respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Meticillin,Staph aureus,1,2,4,378,Not reported,13.8,NA,0,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Multiresistant,Gram negatives,1,16,4,1928,3776,Point prevalence surveys,6,140,Not reported,There were 384 point-prevalence surveys yielding 3776 rectal swabs,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,ESBL-producing ,Gram negatives,1,16,4,1928,3776,Point prevalence surveys,6,85,Not reported,Baseline prevalence not reported,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Aminoglycoside,Gram negatives,1,16,4,1928,3776,Point prevalence surveys,6,109,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Ciprofloxacin,Gram negatives,1,16,4,1928,3776,Point prevalence surveys,6,108,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Carbapenem,Gram negatives,1,16,4,1928,3776,Point prevalence surveys,6,30,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Colistin,Gram negatives,1,16,4,1928,3776,Point prevalence surveys,6,23,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Vancomycin,Enterococcus,1,16,4,1928,3776,Point prevalence surveys,6,11,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Multiresistant,Not reported,1,16,4,1840,Not reported,Point prevalence surveys,6,47,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,ESBL-producing ,Not reported,1,16,4,1840,Not reported,Point prevalence surveys,6,24,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Aminoglycoside,Not reported,1,16,4,1840,Not reported,Point prevalence surveys,6,50,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Ciprofloxacin,Not reported,1,16,4,1840,Not reported,Point prevalence surveys,6,46,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Carbapenem,Not reported,1,16,4,1840,Not reported,Point prevalence surveys,6,15,Not reported,,,,,,,,
10,25271544,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (cefotaxime, tobramycin, colistin, amphotericin B)",Oral and IV,Colistin,Not reported,1,16,4,1840,Not reported,Point prevalence surveys,6,12,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,NA,NA,ESBL-producing ,Gram negatives,1,26,0,1456,1392,Point prevalence surveys,7,230.048,Not reported,No length of stay reported in main and supplementary  but same setting as the previous 2 ICU decontamination studies. Assume to be 7 ,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,NA,NA,Carbapenem,Gram negatives,1,26,0,1456,1392,Point prevalence surveys,7,46.592,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,NA,NA,Multiresistant,Gram negatives,1,26,0,1456,1392,Point prevalence surveys,7,157.248,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,NA,NA,Colistin,Gram negatives,1,26,0,1456,1392,Point prevalence surveys,7,7.28,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,NA,NA,Multiresistant,Non fermenters,1,26,0,1456,1392,Point prevalence surveys,7,46.592,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,NA,NA,Vancomycin,Enterococcus,1,26,0,1456,1392,Point prevalence surveys,7,32.032,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,ESBL-producing ,Gram negatives,1,26,4,1407,1355,Point prevalence surveys,7,192.759,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Carbapenem,Gram negatives,1,26,4,1407,1355,Point prevalence surveys,7,36.582,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Multiresistant,Gram negatives,1,26,4,1407,1355,Point prevalence surveys,7,140.7,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Colistin,Gram negatives,1,26,4,1407,1355,Point prevalence surveys,7,18.291,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Multiresistant,Non fermenters,1,26,4,1407,1355,Point prevalence surveys,7,32.361,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Gut,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Vancomycin,Enterococcus,1,26,4,1407,1355,Point prevalence surveys,7,59.094,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,NA,NA,ESBL-producing ,Gram negatives,1,26,0,1456,1381,Point prevalence surveys,7,93.184,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,NA,NA,Carbapenem,Gram negatives,1,26,0,1456,1381,Point prevalence surveys,7,20.384,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,NA,NA,Multiresistant,Gram negatives,1,26,0,1456,1381,Point prevalence surveys,7,58.24,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,NA,NA,Colistin,Gram negatives,1,26,0,1456,1381,Point prevalence surveys,7,1.456,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,NA,NA,Multiresistant,Non fermenters,1,26,0,1456,1381,Point prevalence surveys,7,49.504,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,NA,NA,Meticillin,Staph aureus,1,26,0,1456,1381,Point prevalence surveys,7,24.752,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,ESBL-producing ,Gram negatives,1,26,4,1407,1319,Point prevalence surveys,7,63.315,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Carbapenem,Gram negatives,1,26,4,1407,1319,Point prevalence surveys,7,7.035,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Multiresistant,Gram negatives,1,26,4,1407,1319,Point prevalence surveys,7,49.245,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Colistin,Gram negatives,1,26,4,1407,1319,Point prevalence surveys,7,4.221,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Multiresistant,Non fermenters,1,26,4,1407,1319,Point prevalence surveys,7,37.989,Not reported,,,,,,,,
11,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,Netherlands,ICU,SDD,Gut,Respiratory tract,"Combination (colistin, tobramycin, and nystatin)",Oral and IV,Meticillin,Staph aureus,1,26,4,1407,1319,Point prevalence surveys,7,23.919,Not reported,,,,,,,,
12,16392777,Acute uncomplicated lower urinary tract infections in general practice: Clinical and microbiological cute rates after three- versus five-day treatment with trimethoprim,Netherlands,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,E coli,0,NA,0,128.9583333,65.625,1,NA,13,13,,,,,,,,
12,16392777,Acute uncomplicated lower urinary tract infections in general practice: Clinical and microbiological cute rates after three- versus five-day treatment with trimethoprim,Netherlands,Outpatient,Treatment for infection,Urinary tract,Urine,Trimethoprim-sulfamethoxazole,Oral,Trimethoprim-sulfamethoxazole,E coli,0,NA,1,127.443609,127.443609,2,NA,18,18,,,,,,,,
12,16392777,Acute uncomplicated lower urinary tract infections in general practice: Clinical and microbiological cute rates after three- versus five-day treatment with trimethoprim,Netherlands,Outpatient,Treatment for infection,Urinary tract,Urine,Trimethoprim-sulfamethoxazole,Oral,Trimethoprim-sulfamethoxazole,E coli,0,NA,3,126.7857143,126.7857143,4,NA,17,17,,,,,,,,
13,18478129,Preventive antibacterial therapy in acute ischemic stroke: A randomized controlled trial,Germany,Hospital,Prophylaxis,NA,Gut,NA,NA,Fluoroquinolone,E coli,0,NA,0,59,59,1,NA,1,1,,,,,,,,
13,18478129,Preventive antibacterial therapy in acute ischemic stroke: A randomized controlled trial,Germany,Hospital,Prophylaxis,NA,Gut,NA,NA,Fluoroquinolone,E coli,0,NA,0,20,20,9,NA,1,1,,,,,,,,
13,18478129,Preventive antibacterial therapy in acute ischemic stroke: A randomized controlled trial,Germany,Hospital,Prophylaxis,NA,Gut,Moxfloxacin,IV,Fluoroquinolone,E coli,0,NA,5,20,20,9,NA,1,1,,,,,,,,
